SED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SED30082,401,607,1007,3175,3625,6803,0,0,0,195,190,378,0,0,4,5680,6342,12021,14,22,36,513,538,1052,79,85,158,61,60,121,113,140,253,40,38,78,80,99,179,147,198,352,482,509,993,11,25,36,20,23,45,618,764,1383,570,687,1257,25,23,46,11840,13367,25205,657,445,1105,286,229,513,160,150,305,0,0,3,204,163,376,114,143,256,322,313,635,10715,9534,20252,86,68,158,61,85,152,10865,9686,20556,3406,3178,6586,27929,27983,55909
SED30083,239,378,617,3188,4038,7225,0,0,0,396,436,834,0,0,0,4513,5232,9747,30,41,71,220,264,481,139,164,304,231,222,460,112,174,285,39,32,76,116,106,219,347,410,758,480,577,1060,23,31,53,51,78,129,574,732,1303,882,1100,1982,35,43,77,11398,13671,25070,367,338,702,272,287,561,34,26,61,0,0,3,220,162,381,67,122,192,288,285,575,14455,13452,27914,90,63,158,35,75,110,14584,13594,28173,1883,1773,3654,29062,30349,59411
SED30084,96,181,274,2858,3523,6382,0,0,0,321,418,740,9,11,18,5488,6450,11943,20,18,39,114,121,233,65,95,158,46,55,102,93,132,226,6,7,14,106,126,230,342,416,761,615,677,1293,77,88,167,50,86,137,914,1213,2127,580,701,1284,56,60,114,11767,14202,25967,112,89,201,78,88,171,3,13,16,3,6,12,19,28,48,97,126,221,119,160,286,10653,9872,20524,54,55,107,27,40,64,10733,9967,20699,2344,2055,4400,25261,26748,52007
SED30085,1339,1714,3053,1407,1587,2995,0,0,0,490,571,1064,6,12,20,3867,4370,8242,48,59,109,570,606,1175,80,88,159,133,141,274,141,172,311,48,40,91,260,279,542,451,494,946,526,589,1120,19,18,30,97,142,243,677,850,1526,1023,1207,2226,45,49,92,9902,11268,21169,1556,1149,2705,1070,884,1963,20,14,38,0,10,8,598,452,1049,127,159,284,721,619,1342,12390,11157,23548,87,69,163,37,54,87,12514,11282,23799,1859,1559,3416,28978,28496,57483
SED30086,224,298,526,3628,4479,8106,0,0,0,387,429,815,14,16,27,5034,5744,10777,143,173,316,49,60,115,128,186,321,57,43,97,550,710,1261,0,4,5,81,123,207,379,398,781,642,746,1390,38,59,100,90,114,209,889,1260,2148,1234,1398,2629,39,50,96,13389,15994,29382,159,173,332,108,103,207,13,16,27,5,5,5,48,33,86,677,743,1423,733,782,1518,9710,9042,18755,75,44,126,49,51,95,9841,9139,18980,1960,1788,3753,26431,28295,54728
SED30087,324,397,724,3225,4293,7519,0,0,0,342,457,798,92,80,169,5013,6258,11272,264,367,626,78,76,156,110,158,270,57,72,124,638,797,1434,37,54,95,111,132,242,487,618,1109,600,800,1404,36,71,108,125,141,266,896,1291,2188,1291,1696,2983,45,65,106,13442,17420,30861,816,732,1551,578,525,1107,10,14,23,0,0,6,217,178,394,536,597,1132,753,779,1528,9141,8713,17850,80,62,147,30,44,74,9248,8822,18071,1798,1751,3553,26973,30444,57416
SED30088,210,273,482,2514,2951,5471,0,0,0,248,274,519,0,0,3,5548,6211,11760,3,11,16,179,186,371,60,82,144,46,35,75,113,131,248,10,11,16,175,210,384,335,406,735,489,508,1004,40,30,78,59,62,124,657,883,1543,569,732,1305,13,21,38,11081,12743,23821,183,157,334,118,97,218,19,23,37,3,7,11,47,33,86,96,124,217,144,173,316,10442,9698,20144,98,87,185,36,50,81,10576,9835,20412,2652,2099,4750,24988,25391,50376
SED30089,87,125,214,2291,2422,4709,0,0,0,354,403,757,212,243,462,4214,4481,8687,33,42,76,47,33,81,108,135,242,70,69,138,110,121,230,0,3,4,95,80,172,263,309,571,413,361,773,44,47,94,45,75,123,979,1169,2148,472,490,963,13,14,34,9756,10487,20243,106,94,195,67,50,111,5,0,5,161,157,315,33,23,53,27,59,92,217,238,460,8588,7346,15939,43,33,74,27,22,43,8661,7402,16061,3306,2522,5826,22203,20916,43119
SED30090,61,78,135,3840,4163,8007,0,0,0,334,324,657,5,3,0,4712,5052,9757,65,91,156,16,23,36,84,115,198,30,37,64,341,362,701,5,0,4,47,39,83,261,274,535,898,930,1829,49,68,117,54,62,109,788,872,1656,594,597,1193,12,10,22,12132,13013,25143,78,48,127,49,53,102,0,4,10,5,0,3,19,11,35,23,52,74,42,72,117,6713,5921,12630,29,30,59,18,36,53,6766,5980,12744,2428,2163,4586,21552,21407,42956
SED30091,468,590,1056,2085,2729,4805,0,3,7,656,755,1408,11,15,20,3737,4357,8095,24,38,65,241,246,487,213,276,491,292,331,624,202,262,464,29,37,68,202,248,447,607,765,1376,591,689,1282,48,51,99,233,276,515,669,941,1603,1252,1530,2776,75,92,168,11178,13621,24806,481,449,924,1976,1858,3833,19,13,31,4,0,7,517,428,945,99,152,247,621,582,1207,11873,10993,22864,88,59,143,40,73,114,12003,11130,23124,3043,3006,6045,29781,31244,61026
SED30092,141,213,358,2868,3183,6047,0,0,0,241,275,507,0,6,6,5357,5599,10956,21,19,38,43,60,107,106,135,240,34,28,63,156,180,329,3,0,7,70,82,152,201,248,451,489,475,965,18,27,47,91,116,209,1240,1487,2724,600,683,1290,73,70,142,11595,12674,24268,86,93,178,48,57,106,7,12,14,4,4,8,38,44,81,50,76,125,88,121,215,12080,10763,22841,65,48,114,39,42,83,12181,10856,23039,3484,2646,6129,27645,26664,54307
SED30093,646,818,1459,2212,2687,4901,0,0,4,1336,1283,2617,0,0,0,4285,5010,9298,38,49,86,318,298,612,215,269,482,572,589,1165,110,150,255,72,91,162,275,337,614,722,837,1559,557,645,1200,42,55,97,375,451,826,650,813,1461,1799,2046,3849,81,106,184,13660,15721,29378,438,388,821,3218,2890,6102,9,7,16,0,3,5,325,297,618,163,203,366,488,503,989,12925,11696,24617,76,62,137,59,68,128,13050,11828,24877,3936,3594,7527,35443,35735,71179
SED39494,42,80,126,650,592,1245,0,0,0,59,64,125,0,3,7,757,748,1504,0,0,4,32,19,46,13,30,43,16,15,31,23,39,62,0,0,6,28,28,58,70,76,147,132,133,268,18,20,37,19,26,53,200,188,385,197,205,398,16,10,26,2238,2198,4435,28,16,46,39,38,76,8,9,14,0,0,0,5,8,18,27,48,75,36,57,91,3084,2724,5804,43,26,72,31,34,68,3161,2785,5943,2313,1617,3935,7861,6807,14670
SED39797,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,11,4,17,110,28,135,149,28,183
SED40001,654,923,1575,1370,1610,2974,0,0,0,151,181,335,3,0,3,3279,3816,7094,10,17,24,846,899,1745,27,25,54,15,9,17,248,304,557,17,23,42,72,82,151,94,111,199,115,115,230,4,11,14,24,22,42,475,714,1186,355,454,807,19,22,36,7127,8395,15518,793,656,1447,590,492,1079,24,29,52,0,4,10,133,134,266,100,93,193,238,228,468,10734,9842,20578,124,68,195,50,55,101,10908,9965,20872,2003,1602,3607,22325,22298,44627
SED40002,423,519,938,851,1176,2029,0,0,0,244,259,501,13,11,32,3024,3619,6643,39,78,120,970,1082,2049,39,45,87,21,21,42,246,340,585,23,31,52,63,81,146,126,167,294,90,125,213,16,27,43,17,25,36,608,920,1529,428,545,972,29,46,70,6844,8599,15440,1508,1414,2923,593,557,1150,16,16,34,5,0,4,472,399,875,103,110,215,572,515,1082,8624,8125,16750,95,77,172,32,51,83,8748,8258,17006,1064,907,1967,19763,20778,40543
SED40003,127,208,336,1408,1707,3123,0,0,0,236,296,526,3,0,0,2630,3135,5764,34,52,76,240,267,505,33,35,65,25,29,60,206,275,481,36,52,88,51,75,125,198,213,416,121,154,282,17,24,40,23,16,41,672,922,1590,442,492,930,17,24,36,6402,7758,14161,222,208,439,113,143,261,12,13,25,0,0,0,62,60,119,97,135,226,154,186,341,9510,8816,18331,69,50,124,29,47,79,9615,8918,18531,780,641,1418,17428,18086,35511
SED40004,532,706,1237,1698,2289,3984,0,0,0,264,290,551,0,0,4,2913,3432,6344,15,16,37,517,568,1082,31,45,78,14,8,25,214,278,496,40,40,76,60,54,118,123,116,235,159,204,361,0,10,13,9,10,9,801,1044,1846,279,417,693,31,39,68,7165,8858,16026,561,543,1099,401,371,772,51,40,92,0,0,0,81,97,179,90,102,190,175,199,372,8313,8184,16504,83,75,158,33,46,79,8430,8305,16737,792,741,1535,18106,19765,37877
SED40005,102,131,239,1195,1468,2665,0,0,0,92,96,185,0,0,0,1754,2029,3784,53,88,138,594,538,1136,49,62,113,26,18,47,1591,1770,3359,0,0,0,90,63,154,134,140,276,111,88,198,35,33,68,71,68,142,1013,1311,2324,415,421,834,89,79,172,7301,8286,15585,86,66,152,170,100,272,0,0,4,9,5,11,344,325,667,27,59,93,375,388,764,8733,7472,16205,40,40,75,19,41,62,8793,7548,16344,1886,1483,3367,18720,18006,36729
SED40006,792,1006,1801,705,916,1615,0,0,0,237,252,485,0,0,0,4421,4927,9346,22,35,52,1149,1180,2330,72,67,138,27,31,62,153,222,369,88,69,156,68,95,162,220,239,457,71,79,144,13,22,32,11,22,32,456,602,1053,447,573,1023,9,20,28,8154,9349,17507,629,514,1143,786,710,1498,8,15,20,7,5,10,425,412,836,52,54,108,489,465,959,7272,6700,13970,54,43,99,23,43,71,7353,6790,14140,1032,984,2011,19240,19831,39078
SED40007,147,228,374,1296,1616,2906,0,0,0,179,236,409,0,0,0,4749,5356,10102,29,26,61,1351,1454,2807,32,42,79,8,7,19,222,271,491,51,59,107,48,47,97,118,146,264,86,112,199,7,18,22,3,3,6,660,964,1620,380,449,829,11,16,26,9222,10833,20057,166,142,306,192,213,409,11,9,23,0,0,0,160,134,287,36,51,92,193,188,378,7155,6588,13740,44,41,89,31,53,82,7225,6684,13908,889,794,1679,18046,19087,37135
SED40008,1595,1974,3572,622,679,1296,0,0,0,215,226,440,0,0,0,3773,4165,7935,25,36,60,1332,1447,2780,47,66,106,27,16,44,187,206,392,70,88,151,81,96,172,107,116,219,67,61,128,30,38,70,19,44,70,281,447,729,416,456,870,14,16,24,7308,8193,15495,926,656,1575,1956,1525,3482,5,18,21,4,8,14,601,497,1096,58,70,133,662,573,1234,7644,6953,14599,84,56,140,33,62,91,7765,7065,14826,1468,1191,2661,21684,21189,42872
SED40009,158,274,425,1208,1551,2762,0,0,0,304,347,651,78,94,175,2194,2558,4753,50,77,130,292,280,573,42,56,97,15,31,47,297,367,666,18,11,26,53,75,127,231,271,501,103,114,219,17,14,30,33,32,67,919,1227,2142,569,631,1197,76,73,146,6491,7823,14314,189,196,389,182,164,354,22,29,48,0,0,0,91,88,176,88,125,211,179,205,389,9706,8995,18704,79,60,136,26,40,64,9810,9089,18904,875,766,1639,17906,18557,36457
SED40010,359,442,800,1239,1552,2793,0,0,0,180,196,382,0,0,0,3751,4561,8311,14,36,49,669,729,1394,42,61,95,33,27,52,190,276,461,25,26,51,54,69,121,164,195,362,137,148,292,13,16,32,5,13,21,560,782,1340,359,424,779,12,18,32,7447,9133,16576,577,504,1075,360,312,665,38,33,73,0,0,0,200,204,405,70,102,174,274,304,576,8438,8070,16506,97,71,166,44,73,113,8575,8213,16791,921,910,1831,18552,19845,38393
SED40011,346,407,755,1112,1429,2539,0,0,0,377,412,795,27,29,51,2696,3395,6086,56,78,130,864,964,1826,24,38,64,23,26,48,321,415,737,25,31,55,46,70,112,143,177,326,107,118,228,20,23,40,17,35,53,643,980,1624,438,547,987,75,70,145,7017,8829,15849,885,773,1659,530,473,1010,7,25,37,0,0,9,165,167,333,85,105,193,258,275,534,8832,8378,17205,85,48,134,25,49,74,8937,8477,17414,1049,909,1958,19038,20167,39212
SED40012,248,285,535,1414,1708,3122,3,4,10,391,404,796,3,4,6,1983,2273,4258,52,59,106,114,121,235,86,106,190,47,54,101,167,263,430,23,23,48,101,136,234,334,364,695,125,137,265,35,54,95,55,64,123,524,692,1217,753,796,1556,31,24,52,6246,7284,13528,213,221,434,912,911,1819,8,5,10,0,0,0,65,52,114,113,185,298,183,234,416,10531,9772,20302,82,56,131,25,37,61,10634,9862,20498,1586,1511,3093,20017,20323,40343
SED40013,639,817,1461,864,1028,1892,0,0,0,359,436,799,0,0,0,3326,3944,7274,24,37,67,688,683,1372,51,66,112,30,45,72,331,367,694,33,20,55,85,101,185,200,272,474,105,123,225,18,34,52,36,39,76,461,734,1194,508,606,1114,73,92,156,7204,8606,15809,2007,1722,3723,2121,1562,3678,15,8,22,0,0,3,902,782,1687,115,132,248,1018,922,1939,7468,6751,14219,75,63,136,17,52,73,7560,6866,14423,1626,1278,2905,22184,21776,43961
SED40014,79,131,207,1690,2145,3835,0,0,0,284,345,627,0,0,0,1307,1666,2975,89,141,225,56,70,124,94,151,246,29,29,59,359,443,804,0,0,4,51,45,96,258,307,568,165,176,344,42,51,97,20,27,49,1204,1534,2738,542,604,1144,52,62,122,6250,7797,14048,33,16,57,24,16,44,8,8,13,0,0,0,20,13,32,49,91,142,75,106,178,8558,8268,16820,67,48,120,45,77,123,8663,8395,17060,1203,1207,2412,16336,17672,34008
SED40015,53,98,159,1342,1525,2869,0,0,0,171,171,337,0,0,0,2194,2392,4580,42,62,101,90,82,168,31,52,85,5,12,17,898,1106,2004,4,0,6,43,34,73,204,269,479,101,108,206,25,42,64,27,29,57,1378,1680,3063,398,460,859,7,13,18,6958,8022,14974,59,44,105,20,27,45,3,6,13,25,27,46,41,29,69,31,36,68,91,94,184,8947,7790,16735,45,21,68,21,34,50,9005,7844,16855,1950,1568,3520,18149,17704,35849
SED40016,504,593,1096,957,1247,2197,0,0,0,328,336,666,0,0,3,2972,3442,6415,27,34,62,427,400,832,72,98,161,38,36,75,256,314,571,12,11,29,95,108,203,226,280,506,131,119,252,48,64,114,59,74,134,490,626,1114,503,559,1062,75,75,151,6704,7826,14535,1069,852,1921,1766,1568,3333,9,6,12,0,0,0,608,506,1112,111,133,243,720,634,1354,7491,6621,14113,52,33,80,30,39,77,7577,6699,14273,1136,991,2134,19488,19163,38652
SED40017,99,137,236,1498,1747,3242,0,0,0,137,159,296,0,0,0,2410,2595,5012,41,53,97,137,99,236,54,88,143,17,20,36,987,1108,2088,0,0,0,43,50,96,186,204,384,124,119,237,15,30,45,25,37,59,1499,1733,3229,436,467,902,33,24,53,7645,8516,16162,42,28,69,33,30,57,0,10,11,0,0,0,18,22,43,31,72,105,50,92,144,9589,8619,18209,60,46,108,17,26,46,9669,8698,18370,1613,1355,2974,19153,18873,38021
SED40018,218,286,499,1401,2023,3426,0,0,0,221,287,508,0,0,0,2885,3522,6414,53,88,145,279,305,588,34,41,75,40,45,90,228,324,557,29,31,58,58,78,138,98,150,245,135,177,315,18,27,45,8,17,29,839,1278,2112,400,522,923,33,39,75,6770,8968,15737,500,507,1000,372,362,738,17,15,37,7,0,3,127,123,245,96,105,201,226,223,456,8786,8883,17674,72,37,108,18,44,62,8875,8962,17838,982,964,1951,17970,20295,38269
SED40019,109,151,260,1112,1265,2380,0,0,0,175,213,390,19,21,39,2416,2620,5038,16,36,51,192,156,345,30,74,107,41,31,78,278,353,630,9,6,10,85,88,169,160,209,373,178,211,388,41,48,94,21,27,48,849,1098,1943,472,490,965,7,4,11,6096,6958,13062,134,94,227,120,75,191,10,8,16,101,95,200,77,70,149,41,70,106,222,236,457,9566,8316,17882,44,34,80,29,39,68,9640,8391,18031,2157,1857,4021,18488,17779,36268
SED40020,106,164,272,1102,1401,2506,0,0,0,201,215,412,0,0,0,1694,1889,3579,72,85,152,38,36,80,105,159,261,51,50,96,1011,1192,2206,4,0,8,67,73,145,310,362,672,137,135,272,33,47,80,44,52,93,1072,1461,2531,556,636,1192,81,73,156,6593,7853,14444,38,24,60,91,93,190,19,9,27,0,7,3,25,29,55,36,93,135,65,133,199,9428,8862,18294,52,27,80,29,52,83,9511,8945,18458,1965,1387,3352,18385,18601,36988
SED40021,467,610,1076,779,1123,1910,0,0,0,233,289,522,0,0,0,5161,5895,11054,28,37,67,615,664,1274,82,93,177,49,49,95,227,304,537,56,41,95,70,93,163,237,278,512,132,166,296,39,39,79,29,35,60,525,924,1452,437,590,1033,35,31,68,8740,10655,19392,855,737,1587,471,446,920,16,25,42,7,0,6,438,397,837,102,122,228,545,521,1072,6927,6603,13530,63,41,97,25,45,71,7012,6685,13695,1001,970,1974,19115,20642,39757
SED40022,110,152,263,1417,1690,3099,0,0,0,345,362,709,0,0,0,1655,1921,3578,27,39,63,117,116,235,50,52,99,21,24,47,424,544,968,4,0,4,44,25,63,99,116,215,88,97,183,13,18,32,36,38,69,829,1039,1872,487,515,1005,83,73,156,5731,6671,12403,26,24,52,17,17,35,27,20,51,0,0,4,7,7,13,45,82,127,51,89,143,10129,9624,19746,92,72,170,43,77,122,10269,9773,20042,1233,1052,2287,17469,17792,35264
SED40023,68,110,171,1287,1685,2975,0,0,0,233,282,515,7,10,21,1794,2247,4041,28,51,74,117,126,246,51,62,119,41,54,96,237,305,538,12,14,32,61,71,134,187,216,403,102,102,206,21,29,52,46,39,92,666,969,1632,512,596,1108,54,96,151,5464,6955,12420,93,109,202,141,137,275,5,12,15,6,0,8,38,31,66,79,97,182,122,133,250,9935,9367,19302,60,43,108,37,45,83,10030,9457,19487,1074,1040,2114,16989,17945,34938
SED40024,115,182,298,1416,1818,3233,0,0,0,236,275,514,3,3,9,2048,2610,4656,24,45,69,135,134,266,85,115,198,36,49,78,208,301,511,13,7,16,78,84,164,189,261,450,121,146,262,19,34,49,28,30,61,518,781,1303,547,639,1184,30,27,58,5728,7354,13084,112,92,207,95,86,181,11,4,15,0,0,0,32,16,53,48,99,149,83,118,199,11862,11266,23129,75,62,138,45,70,113,11985,11397,23379,1293,1259,2553,19411,20500,39916
SED40025,128,173,303,1232,1574,2808,0,0,0,426,471,899,60,59,121,1652,2023,3675,27,46,73,84,73,156,98,121,220,54,61,115,879,1084,1962,9,6,9,56,49,110,265,299,565,120,139,262,27,25,52,24,27,51,844,1216,2053,592,665,1257,97,133,230,6537,8085,14618,76,54,134,55,51,107,8,9,20,0,0,0,37,28,66,60,111,176,98,139,245,10197,9834,20033,71,64,142,31,73,107,10305,9981,20276,1316,1232,2549,18523,19724,38250
SED40026,122,154,270,1444,1913,3356,0,0,0,367,383,751,0,0,0,2645,3096,5739,31,46,74,214,237,448,62,86,153,44,45,88,249,385,631,7,5,15,77,84,157,290,322,607,136,173,308,37,61,99,46,59,109,780,1023,1803,532,650,1182,75,74,145,7023,8637,15657,221,190,406,331,330,661,0,0,0,0,0,0,67,49,116,60,79,136,130,126,254,9090,8426,17518,55,40,100,17,30,47,9159,8493,17660,830,769,1598,17810,18706,36515
SED40027,151,240,391,1028,1320,2354,0,0,0,234,278,508,0,0,0,4084,4685,8771,7,17,29,990,1128,2120,49,58,106,29,35,70,172,263,438,29,24,56,51,77,130,224,252,471,81,100,175,23,20,38,7,11,16,550,816,1365,380,460,839,24,18,39,7953,9565,17525,238,196,432,272,225,501,4,5,9,0,0,0,198,149,346,40,59,98,233,207,440,6221,6064,12285,46,41,81,19,46,66,6285,6150,12433,862,888,1747,16004,17479,33477
SED40028,113,179,290,1469,1951,3411,0,0,0,194,223,414,0,0,0,2053,2427,4479,45,49,92,133,129,271,84,96,177,15,32,45,481,611,1093,12,4,15,75,86,164,252,271,519,93,113,205,41,55,92,22,27,54,690,996,1688,468,554,1017,19,26,43,6144,7643,13784,80,64,146,108,92,200,8,3,15,0,0,3,35,36,70,61,94,161,102,132,230,9871,9324,19193,64,45,104,29,45,78,9963,9416,19377,1058,991,2048,17579,18516,36095
SED40029,159,170,326,1532,1636,3167,0,0,0,160,154,315,0,4,4,2086,2358,4441,60,71,128,30,17,45,55,76,135,16,20,36,787,825,1610,4,0,4,41,43,88,215,234,448,437,451,890,24,25,49,38,44,84,1510,1796,3305,425,429,857,24,20,49,7451,8202,15653,81,38,119,383,198,580,9,8,16,8,6,13,44,20,62,28,50,78,71,79,153,9717,8375,18095,52,42,95,38,31,66,9806,8449,18254,1972,1705,3672,19934,18846,38777
SED40030,114,187,300,1500,1798,3297,0,0,0,181,217,400,4,5,3,1534,1825,3360,14,26,42,93,90,184,88,101,189,18,31,48,261,318,576,0,3,3,56,58,112,161,190,350,115,121,236,5,25,32,27,22,44,797,1014,1817,489,597,1081,22,32,48,5355,6463,11817,30,26,55,19,21,40,10,10,16,5,5,3,5,5,8,60,79,137,68,84,152,11118,10602,21721,73,46,124,43,73,113,11232,10721,21951,1514,1367,2885,18338,18877,37216
SED40031,372,440,818,808,1044,1857,0,0,0,288,346,634,0,0,0,5202,5521,10726,27,28,56,684,685,1374,81,98,182,62,63,117,257,321,581,38,32,70,67,71,142,203,232,436,136,138,271,16,20,39,39,44,79,689,894,1581,447,492,933,43,47,93,9082,10073,19155,498,468,970,347,369,715,14,22,37,0,0,0,252,230,482,162,165,324,411,398,810,6738,6154,12890,67,27,96,33,37,70,6837,6222,13059,811,758,1572,18384,18746,37128
SED40032,155,265,420,1371,1746,3117,0,0,0,187,227,416,0,0,0,2988,3586,6567,37,49,89,454,495,952,40,55,89,19,19,39,285,438,722,11,12,29,59,74,136,86,133,217,119,122,235,15,20,28,9,8,18,665,983,1650,346,430,779,29,34,65,6723,8419,15142,449,441,894,286,263,544,15,28,40,0,0,0,208,182,384,58,90,152,263,271,535,7802,7632,15437,71,50,118,22,50,75,7891,7730,15624,833,839,1674,16610,18257,34870
SED40033,77,109,183,1004,1179,2181,0,0,0,379,423,803,43,48,87,2270,2803,5076,21,11,36,63,62,132,38,60,98,29,29,54,299,396,696,7,8,14,25,34,59,161,198,364,564,648,1208,71,64,136,25,37,64,662,936,1602,370,413,784,4,8,18,6052,7367,13420,73,57,127,62,52,114,3,7,7,0,4,4,26,32,54,64,96,155,84,127,211,9283,8702,17986,45,37,79,27,32,61,9360,8770,18123,1987,1345,3337,17689,17827,35520
SED40034,40,76,115,1306,1543,2848,0,0,0,170,211,380,3,0,6,1601,1746,3345,59,68,131,84,57,141,48,72,118,10,15,26,565,556,1124,0,0,3,53,57,102,196,266,461,117,95,210,30,44,76,26,40,59,2110,2514,4621,365,381,746,5,6,17,6747,7665,14412,21,31,54,16,12,22,0,5,3,10,4,12,14,6,19,36,44,79,55,55,108,7970,6764,14734,33,23,63,14,36,50,8021,6827,14849,1574,1386,2961,16472,16048,32521
SED40035,210,241,456,1281,1680,2963,0,0,0,336,397,739,0,4,9,2614,2954,5567,28,45,75,250,272,518,83,114,204,25,42,64,363,475,837,13,14,25,67,74,141,310,381,694,120,143,259,47,66,110,22,31,49,875,1291,2162,530,656,1190,74,86,159,7033,8736,15768,461,421,885,338,283,620,8,8,20,0,0,0,321,277,598,100,151,252,421,431,855,8394,7411,15806,61,58,115,24,42,63,8477,7506,15985,954,842,1796,17902,18467,36373
SED40036,1408,1662,3068,859,1016,1875,0,0,0,244,286,534,0,4,7,3137,3406,6549,23,24,49,400,389,788,36,60,100,28,24,50,151,185,339,63,67,125,73,74,143,321,343,665,90,108,200,46,61,111,51,45,101,397,617,1012,656,675,1333,38,39,87,6620,7434,14058,1108,1036,2145,1922,1819,3742,7,7,13,0,0,0,657,524,1178,90,113,207,750,635,1383,7571,6850,14423,47,30,77,22,30,46,7640,6911,14552,1141,1043,2182,20587,20551,41136
SED40037,325,438,757,1245,1469,2704,0,0,0,197,242,441,0,0,0,3030,3565,6596,18,30,46,403,372,781,36,52,85,17,22,33,195,242,434,8,14,23,64,82,153,224,244,464,105,115,220,14,21,39,17,26,43,539,766,1307,333,391,724,18,18,33,6459,7670,14135,66,66,132,211,199,413,5,4,16,7,3,11,51,30,82,52,97,152,112,130,240,9244,8876,18116,77,52,124,40,73,111,9358,8998,18356,1158,943,2100,17695,18454,36150
SED40038,1171,1316,2486,942,1248,2183,0,0,0,595,622,1219,0,0,0,2911,3259,6169,20,38,62,416,384,793,71,82,153,45,43,96,205,268,475,33,32,64,93,105,199,334,382,720,107,143,251,35,63,94,56,60,118,486,715,1200,699,754,1460,31,25,51,7074,8229,15304,896,877,1780,1537,1413,2947,6,5,10,12,8,18,154,130,280,214,245,463,374,386,761,8742,7886,16625,77,48,122,28,35,54,8846,7968,16809,1555,1393,2947,21467,21582,43048
SED40039,122,178,301,1138,1534,2673,0,0,0,303,323,633,0,0,0,1899,2134,4032,41,60,103,188,216,409,67,103,174,47,75,125,191,254,444,25,19,48,61,81,144,213,238,444,88,111,197,33,43,77,50,53,102,554,818,1370,507,682,1185,34,33,66,5444,6778,12223,111,107,221,214,194,405,10,3,9,3,4,7,57,49,104,76,114,189,140,163,306,10081,9242,19323,82,66,148,29,44,77,10194,9359,19549,1313,1180,2490,17539,17964,35506
