SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED52803,0,0,0,8,4,3,0,0,0,13,4,21,38,97,67,37,12,4,0,287,0,0,0,19,9,0,6,0,0,26,0,0,0,10,0,0,0,0,0,10,0,11,11,16,4,0,0,0,0,46,0,0,0,5,0,0,0,0,0,4,0,3,0,8,9,5,5,0,0,32,0,0,6,11,4,0,0,0,0,19,0,0,0,0,5,6,5,0,0,16,0,11,22,71,42,26,4,0,0,179,10,25,20,163,71,42,21,15,7,376,149,291,334,1094,466,395,196,69,13,3002,1384,2600,2409,6366,2812,2541,1339,456,87,19984,0,0,3,3,0,0,0,0,0,7,1131,1888,1453,3048,1380,1142,637,266,94,11032,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,15,0,0,0,0,0,27,0,0,4,5,0,0,0,0,0,10,0,0,0,6,8,11,0,0,0,28
SED52903,0,0,0,3,0,0,3,0,0,9,0,0,3,30,17,15,7,0,0,70,0,0,0,12,6,0,0,0,0,24,0,0,0,9,0,0,0,0,0,9,0,0,3,8,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,3,0,0,0,13,9,7,8,0,4,39,0,5,3,8,0,0,0,0,0,18,0,0,0,4,0,5,4,0,0,18,0,0,0,14,5,10,4,0,0,36,0,10,17,134,27,21,17,7,0,237,150,356,298,741,392,347,182,61,11,2531,1385,2854,2165,5305,2362,1899,1080,320,66,17430,0,0,0,0,0,0,0,0,0,0,1131,2322,1859,4091,1605,1272,620,194,49,13150,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,8,0,0,0,14,3,4,0,0,0,29
SED53004,0,3,4,15,10,10,14,9,0,58,0,30,80,147,114,57,25,19,4,474,0,0,0,9,0,5,7,3,0,32,0,0,0,4,3,3,0,0,0,15,0,8,5,4,0,0,0,0,0,21,0,0,0,0,8,0,0,0,0,11,0,5,10,18,12,4,12,4,0,74,0,0,7,26,8,13,19,0,0,78,0,0,6,23,24,6,14,10,0,90,0,0,14,36,24,33,13,4,0,119,0,22,30,133,79,82,84,33,15,470,13,37,51,185,119,89,62,47,18,631,1189,2782,2415,4845,2687,2474,2551,1123,365,20431,0,0,0,0,0,0,0,0,0,6,1106,2355,1662,3026,1601,1613,1571,685,330,13944,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,9,0,0,0,21,0,0,0,34,5,6,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,3,3,30,13,8,7,0,4,65
SED53105,0,10,18,36,26,15,12,4,0,121,0,19,50,183,97,55,33,6,0,439,0,0,5,32,28,4,3,3,0,81,0,3,4,17,0,0,0,0,0,21,0,9,6,9,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,4,0,5,13,29,8,14,3,0,0,75,0,3,4,17,10,9,0,0,0,50,0,0,3,18,11,15,3,12,4,59,0,10,21,66,29,15,0,0,0,137,5,50,71,305,148,107,70,37,10,804,75,140,134,473,166,112,75,31,14,1228,2050,3955,3096,8526,3227,2208,1460,680,201,25394,0,0,0,0,0,0,0,0,0,3,1790,3005,1894,4529,1511,1052,775,289,119,14961,0,0,3,24,3,0,0,0,0,33,0,0,0,11,6,0,0,0,0,27,0,3,0,24,0,5,0,0,0,35,0,3,0,11,4,0,0,0,0,18,3,12,3,16,3,8,5,0,0,50
SED53204,0,4,19,30,22,31,6,3,0,113,5,33,106,199,151,76,40,15,0,624,0,0,6,17,10,12,10,0,0,63,4,0,0,11,3,3,0,0,0,22,0,15,24,23,0,5,0,0,0,59,0,0,0,7,0,3,0,0,0,13,0,3,9,17,15,16,0,3,4,69,6,15,21,199,185,156,62,14,7,662,0,0,9,7,8,7,6,3,0,46,0,0,25,48,44,33,14,3,0,168,7,44,146,414,244,185,80,33,14,1161,40,72,96,253,111,79,50,16,13,739,1791,3830,3314,6842,3389,2459,1482,641,192,23945,0,13,39,76,36,12,11,6,0,183,1644,3143,2188,3607,1533,1025,649,353,111,14266,0,0,0,17,0,0,0,0,0,23,0,0,5,29,24,16,5,0,0,77,0,5,3,27,3,0,0,0,0,34,0,0,0,26,12,14,8,0,0,61,0,0,0,21,10,5,0,0,0,35
SED53306,0,3,5,0,12,7,9,3,0,34,0,19,51,91,74,67,35,10,4,353,0,6,7,11,7,3,3,3,0,33,0,0,0,14,0,0,0,0,0,12,0,12,14,13,0,0,0,0,0,42,0,0,0,4,0,0,4,0,0,5,0,5,4,13,6,16,11,3,0,66,6,0,3,13,0,5,5,0,0,28,0,0,8,21,16,15,11,14,3,87,0,12,9,32,26,14,3,6,0,100,0,15,37,91,55,57,65,52,10,377,82,156,141,416,243,195,151,139,88,1622,1368,2903,2530,5076,2638,2584,2541,1736,610,21975,0,0,0,3,0,0,0,0,0,8,1287,2456,1879,3599,1619,1711,1721,1064,535,15886,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,19,0,0,3,6,0,5,0,0,0,13,0,8,0,16,7,10,6,0,0,47
SED53402,0,4,3,38,20,20,14,5,0,108,0,6,12,91,36,28,22,3,0,202,0,3,9,61,14,10,15,7,0,120,0,7,0,29,3,0,0,0,0,37,0,10,13,23,0,4,4,0,0,59,0,0,0,19,0,0,0,0,0,20,3,10,11,43,14,16,15,0,0,108,0,16,20,80,54,76,49,20,13,325,0,0,0,24,14,8,11,5,0,58,0,0,7,25,7,4,6,5,0,51,5,49,64,368,125,101,79,49,20,851,37,77,94,387,142,130,84,52,32,1028,1311,2276,2186,7472,2832,2404,1773,857,324,21437,0,0,0,9,0,0,0,0,0,6,1192,1797,1694,4107,1715,1266,944,469,259,13444,0,0,0,16,0,4,0,0,0,23,0,0,0,15,3,14,16,0,0,52,0,3,3,58,5,0,0,0,0,78,0,0,0,13,4,5,0,0,0,20,0,4,5,44,15,13,3,3,3,82
SED53502,0,5,0,17,15,10,3,3,4,53,4,3,23,72,40,30,15,3,0,194,0,0,7,28,17,10,6,4,0,73,0,0,0,9,0,0,0,0,0,9,0,5,5,7,3,0,0,0,0,24,0,0,0,0,0,3,0,0,0,6,0,3,4,21,8,12,12,0,0,66,0,0,5,21,17,14,0,0,0,59,0,0,0,6,7,7,10,8,4,45,0,0,12,36,28,26,7,4,0,112,5,21,46,190,76,67,56,51,18,520,42,131,138,453,221,184,119,90,71,1446,1473,2821,2878,6576,3001,2827,2095,1142,394,23218,0,0,0,9,5,3,0,0,0,18,1355,2316,2066,4144,1933,1612,1289,702,273,15683,0,0,0,10,0,6,4,0,0,15,0,0,0,15,12,9,9,0,0,36,0,0,0,8,3,0,0,0,0,16,0,0,3,3,0,0,0,0,0,13,0,4,0,13,7,11,5,0,0,49
SED53602,0,0,0,21,9,15,16,5,0,73,0,3,20,47,14,21,28,8,0,141,0,4,14,31,16,12,12,4,0,93,0,0,0,10,0,0,0,0,0,11,0,57,87,48,11,0,0,0,0,213,0,0,5,14,8,7,7,0,0,34,6,0,8,10,15,6,8,0,0,48,5,53,93,382,298,314,174,56,23,1398,0,0,0,5,0,8,3,7,0,17,0,6,7,20,3,3,6,3,0,48,14,164,253,717,308,195,137,69,13,1869,104,223,204,486,203,131,105,77,42,1580,1629,3296,3282,7081,2888,2575,2003,1028,296,24087,5,19,26,77,15,11,8,0,0,158,1397,2271,1904,2625,1085,999,794,411,121,11609,0,0,0,19,0,3,0,0,0,28,0,0,3,53,30,53,27,10,0,181,0,0,6,44,3,5,0,0,0,61,0,0,3,24,19,13,12,0,8,75,0,0,0,8,4,0,0,0,0,14
SED53701,0,0,0,4,4,0,3,0,0,10,3,3,16,39,35,25,15,4,0,141,0,0,0,5,0,0,3,0,0,7,0,0,0,16,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,4,6,5,15,7,6,0,46,0,0,0,9,3,7,0,0,0,25,0,0,0,15,12,6,5,4,0,39,0,0,3,11,9,18,7,7,0,57,0,0,19,94,29,48,55,27,10,286,68,268,232,534,396,445,367,203,49,2560,935,2340,1771,3818,2745,3386,3108,1476,316,19893,0,0,0,0,0,0,0,0,0,0,801,1895,1177,2647,1651,2009,1733,777,251,12936,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,9,13,7,3,0,0,37
SED53802,0,6,5,35,23,25,22,9,0,114,0,12,38,103,52,55,66,13,3,352,0,0,18,47,10,15,9,10,0,122,3,0,7,23,0,0,0,0,0,37,0,7,10,21,6,0,0,0,0,54,0,0,3,20,11,6,0,0,0,44,0,4,3,23,11,14,6,0,0,63,0,21,36,167,148,177,102,32,13,700,0,0,0,9,3,5,10,5,0,27,0,0,9,22,15,9,3,0,0,57,12,85,125,498,166,124,104,62,18,1205,56,101,110,400,132,117,73,49,29,1062,1409,2548,2666,7036,2690,2415,2026,1248,392,22431,0,0,4,22,3,3,4,0,0,40,1268,1835,1718,2979,1350,1156,943,593,242,12085,0,0,0,5,3,0,0,0,0,16,0,0,4,32,19,22,15,8,0,103,0,4,4,75,3,3,0,0,0,89,0,0,0,5,9,3,4,0,0,21,0,0,5,16,4,4,5,3,0,35
SED53902,0,5,3,42,21,15,11,9,0,108,0,8,43,142,87,86,66,37,11,490,0,5,11,61,20,11,8,0,3,111,0,0,0,23,4,5,0,0,0,29,4,8,11,7,4,0,0,0,0,41,0,0,4,13,4,3,0,0,0,29,0,8,8,27,14,16,4,3,0,88,0,20,25,70,92,74,34,14,4,335,0,0,0,11,4,7,8,6,0,43,0,0,5,22,15,11,3,0,0,55,10,51,69,373,145,99,90,46,25,912,31,78,72,320,130,102,79,88,52,948,1077,2032,2238,6391,2696,2358,1788,1173,592,20339,0,0,0,3,0,0,0,0,0,3,977,1717,1863,3418,1477,1338,1061,757,492,13102,0,0,6,5,0,0,0,0,0,11,0,0,0,23,9,19,8,5,0,70,0,0,0,58,5,3,3,0,0,74,0,4,0,10,4,0,0,0,0,23,0,3,4,34,16,7,6,6,0,80
SED54006,0,0,3,7,8,3,3,3,0,22,0,12,32,54,51,43,19,7,0,226,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,12,5,5,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,12,4,4,37,0,6,5,0,0,0,0,0,0,7,0,0,0,0,7,13,9,9,0,36,0,3,8,13,12,16,11,0,0,67,0,3,12,67,25,44,43,31,6,234,56,137,143,396,268,249,194,102,34,1585,1205,3067,2341,4665,2860,2969,2801,1447,391,21748,0,0,0,0,0,0,0,0,0,0,1021,2533,1911,3677,2005,2053,1821,834,258,16107,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,10,7,9,3,0,0,35
SED54104,5,31,72,103,43,20,30,18,0,323,0,12,70,133,80,54,41,21,0,409,0,11,7,32,24,13,5,9,9,109,0,0,5,24,14,3,8,0,0,55,3,10,16,23,6,0,0,0,0,58,0,0,7,9,0,0,0,0,0,14,12,37,49,70,22,25,21,16,7,257,4,11,13,42,23,6,8,3,0,107,0,0,0,20,8,6,13,17,4,64,0,0,6,27,11,10,7,4,0,73,15,84,87,351,120,111,85,38,17,917,26,79,112,332,125,102,123,60,31,982,981,2704,3388,6268,2716,2438,2347,1351,436,22632,0,0,0,0,0,0,0,0,0,0,874,1935,2376,3066,1568,1447,1364,874,413,13916,0,0,0,13,0,0,0,0,0,22,0,0,0,9,0,10,0,4,4,25,0,7,0,64,13,6,4,4,0,92,0,0,0,4,0,4,0,0,0,6,3,9,12,62,29,34,10,9,0,169
SED54203,0,0,0,3,3,0,0,0,0,9,0,0,6,40,24,8,4,0,0,85,0,0,0,14,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,6,0,4,6,0,8,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,21,8,3,3,0,0,45,0,5,6,12,30,15,4,0,0,63,0,0,0,7,0,7,9,0,0,18,0,0,0,15,12,11,6,0,0,40,0,6,10,124,33,30,28,11,0,236,110,226,278,916,387,303,166,67,10,2467,799,1489,1253,4086,1851,1636,1006,396,60,12579,0,0,0,0,0,0,0,0,0,0,650,1083,756,1980,831,761,489,180,37,6776,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,22,4,3,0,0,0,29
SED54304,3,8,25,158,38,15,16,7,0,274,0,6,28,188,50,39,19,3,0,340,0,4,9,43,4,7,3,5,0,68,0,0,4,71,3,0,0,0,0,75,0,4,13,62,9,0,0,0,0,100,0,0,0,19,0,8,5,0,0,31,4,20,23,79,29,24,21,6,0,209,0,11,30,90,62,48,49,11,5,316,0,0,4,21,12,8,8,3,4,58,0,0,7,68,13,12,12,0,0,106,10,38,94,813,129,100,62,43,11,1299,51,71,251,1169,299,233,136,70,28,2302,1263,1885,2933,12399,3391,2845,1826,803,268,27607,0,0,0,3,0,0,0,0,0,11,998,1515,1779,4754,1559,1339,782,306,146,13183,0,0,3,15,0,0,0,0,0,20,0,0,0,18,10,9,12,5,0,43,0,6,17,195,17,0,0,0,0,243,0,0,5,9,0,0,0,0,0,16,0,0,11,93,21,13,9,3,0,147
SED54403,0,11,0,18,7,3,6,0,0,44,3,10,32,115,75,44,5,0,0,286,0,8,0,35,9,6,0,0,0,61,0,0,0,13,0,0,0,0,0,15,0,16,16,15,4,5,0,0,0,53,0,0,0,6,0,5,0,0,0,13,0,4,0,13,7,6,4,0,0,33,0,0,4,23,0,4,0,0,0,38,0,0,3,4,8,0,0,0,0,15,0,4,11,57,49,25,0,0,0,146,0,22,24,227,93,75,26,6,0,473,216,478,484,2292,852,623,154,28,4,5126,2024,3660,2735,10352,3928,2812,736,159,23,26437,0,0,0,0,0,0,0,0,0,0,1609,2809,1574,4795,1513,878,299,74,20,13578,0,0,0,9,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,11,0,4,0,17,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,9,0,0,0,37,5,0,0,0,0,44
SED54505,0,64,93,114,98,76,52,26,6,537,0,21,53,68,42,55,50,21,7,308,0,40,90,109,101,58,40,14,5,464,0,12,3,40,10,9,7,5,0,77,0,8,3,10,11,0,0,0,0,33,0,0,0,14,8,4,0,0,0,21,0,26,27,17,8,13,15,5,0,109,0,9,9,28,22,25,9,3,0,103,0,0,0,5,9,20,14,4,0,55,0,3,10,12,22,20,10,4,5,85,4,102,95,167,99,93,71,55,17,694,11,47,61,151,91,74,55,63,35,594,971,3812,3109,4770,3237,2494,2369,1285,440,22483,0,0,0,9,5,0,0,0,0,22,859,2482,1652,1701,1100,1126,1252,731,349,11243,0,26,13,50,25,0,0,0,0,123,0,0,0,0,0,0,0,0,0,3,0,0,6,17,6,5,0,0,0,28,0,0,0,7,0,0,0,0,0,7,0,5,3,16,12,0,6,0,0,47
SED54605,0,0,0,8,11,3,0,0,0,28,0,16,24,56,46,44,14,8,0,209,0,3,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,8,13,3,9,14,4,0,56,0,9,6,14,8,3,8,0,0,49,0,0,3,18,13,26,20,20,5,98,0,0,0,9,9,8,4,3,0,35,0,18,24,76,54,98,84,73,23,445,38,111,285,543,210,222,137,142,91,1766,1002,2260,2435,4756,2547,2981,2439,1510,518,20446,0,0,0,0,0,0,0,0,0,0,865,1808,1588,2972,1502,1473,1372,713,330,12624,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,3,0,0,30,0,0,0,9,5,3,0,3,0,19,0,5,0,4,3,0,0,0,0,7,0,0,0,18,10,9,6,5,0,41
SED54701,0,0,0,3,7,0,0,0,0,17,8,21,24,85,44,34,14,3,0,230,0,4,0,3,8,4,0,5,0,21,0,0,0,9,0,0,0,0,0,8,0,12,14,3,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,4,4,0,25,0,6,0,6,9,0,0,0,0,18,0,0,0,0,0,6,3,4,0,14,0,0,5,10,12,4,8,0,0,39,5,7,19,103,26,20,21,18,4,218,110,278,232,513,302,311,250,154,25,2169,1186,2532,1986,4390,2547,2849,2235,1193,315,19238,0,0,0,7,3,0,0,0,0,7,997,2035,1431,3061,1706,1785,1412,797,344,13581,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,18,10,9,0,3,0,43
SED54804,0,10,4,35,18,9,10,4,5,96,0,15,47,230,69,59,36,10,3,461,0,0,9,11,4,3,0,3,0,36,0,3,0,8,5,0,0,0,0,14,0,5,8,7,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,3,7,4,14,52,15,20,9,3,0,132,0,0,3,4,12,6,7,0,5,46,0,0,0,32,18,12,7,3,5,78,0,0,8,62,21,21,11,5,0,126,7,48,39,301,97,92,64,39,8,690,43,73,85,574,143,119,91,94,64,1288,1449,2379,2149,7709,2826,2282,1669,1017,438,21922,0,0,0,0,0,0,0,0,0,4,1266,1998,1895,4642,1709,1420,1139,781,478,15321,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,13,3,0,0,25,3,6,15,249,18,5,0,0,0,296,0,0,0,0,3,0,0,0,0,6,0,0,3,65,20,8,7,0,3,109
SED54905,3,12,31,100,37,30,28,12,4,256,6,15,45,129,53,51,39,10,5,342,0,6,5,45,17,6,8,0,0,89,0,0,0,17,0,0,6,0,0,29,5,14,8,22,3,0,3,0,0,61,5,0,0,7,4,3,0,3,0,20,5,19,21,29,15,16,18,7,0,133,0,6,10,27,23,19,12,0,0,94,0,0,5,9,6,10,10,6,0,42,0,4,6,41,14,17,6,0,0,92,11,52,68,374,104,78,83,44,18,828,34,53,110,318,127,124,109,96,66,1049,1028,2237,3066,6096,2514,2380,2261,1115,437,21150,0,0,0,8,4,0,3,0,0,18,913,1598,2138,3151,1491,1375,1379,738,406,13185,0,3,0,9,0,3,0,0,0,10,0,0,0,9,0,8,0,0,0,20,0,0,3,53,4,3,0,0,0,60,0,0,0,7,3,0,4,0,0,19,0,0,4,34,12,11,10,0,0,72
SED55005,0,32,70,93,76,75,47,9,0,406,3,20,79,120,123,99,26,14,0,480,0,23,37,122,61,43,21,12,0,318,0,3,0,34,4,0,3,0,0,53,0,12,23,13,5,0,0,0,0,61,0,0,0,12,10,0,0,0,0,23,7,3,14,11,18,10,9,4,0,66,0,0,4,39,9,9,6,0,0,66,0,0,0,8,4,15,10,0,0,41,0,10,12,35,34,12,8,7,0,118,6,80,116,279,135,109,73,24,6,824,43,111,102,332,164,103,70,37,20,987,1789,4150,3525,7210,3453,2466,1788,718,216,25313,0,22,57,154,36,19,9,4,0,301,1637,3153,2001,2991,1395,892,756,338,155,13314,0,5,13,69,22,8,3,0,0,118,0,0,0,7,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,14,0,0,4,9,8,0,5,0,0,24,0,0,7,10,0,5,3,0,0,29
SED55102,0,3,16,19,16,16,5,0,0,80,0,29,69,141,110,62,28,9,0,454,0,0,6,15,13,7,5,0,0,40,0,0,0,5,0,0,0,0,0,9,0,8,12,12,0,0,0,0,0,41,0,0,0,3,0,0,0,0,0,6,0,12,5,12,8,22,8,4,0,83,0,0,5,35,22,16,4,0,0,86,0,0,8,13,6,8,8,3,0,51,0,6,19,57,37,32,17,3,0,166,0,24,125,286,138,98,70,37,7,792,50,153,137,422,272,198,94,48,11,1383,1804,4026,3320,7323,3663,2769,1832,788,157,25682,0,5,4,19,4,0,0,0,0,34,1492,3350,2139,4315,1944,1398,935,349,74,15997,0,0,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,13,0,4,0,4,0,0,0,0,0,11,0,3,8,12,0,9,10,4,0,41
SED55202,0,9,20,53,42,45,38,20,0,227,0,20,28,51,35,24,25,9,0,185,0,7,17,132,42,10,9,0,0,220,0,3,0,17,0,0,3,0,0,27,5,23,48,43,0,0,0,0,0,117,0,0,3,15,6,5,0,0,0,35,0,4,3,18,3,17,11,4,0,66,0,12,3,27,15,20,9,5,0,92,0,0,0,0,5,12,8,7,5,37,0,0,10,20,13,18,3,0,0,60,0,49,121,276,141,104,70,49,14,842,94,160,132,436,205,153,125,70,72,1442,1648,3252,3005,6878,3045,2524,2137,1177,382,24046,0,40,88,237,43,24,8,6,0,434,1463,2372,1744,2796,1291,1148,1062,545,263,12688,0,12,8,79,13,4,3,0,0,118,0,0,0,4,0,5,0,0,0,14,0,0,0,10,0,0,0,0,0,11,0,3,0,27,9,7,7,0,0,51,0,0,4,6,6,11,3,0,0,18
SED55306,0,0,0,3,6,3,0,0,0,17,0,17,18,68,54,41,32,6,7,245,0,7,0,10,7,0,0,0,0,24,0,0,0,8,0,0,0,0,0,8,0,7,3,4,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,12,11,23,15,12,22,8,0,99,0,3,3,7,9,0,0,0,0,33,0,0,0,9,3,12,17,3,0,51,0,0,0,8,17,14,10,0,0,52,0,15,14,57,52,44,51,35,15,285,56,154,91,430,246,188,169,122,47,1504,1132,3201,2062,4694,2928,2747,2859,1533,421,21589,0,0,5,7,5,0,0,0,0,16,1085,2682,1601,3668,2262,2114,2030,983,450,16860,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,18,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,7,5,0,0,80
SED55405,0,6,27,92,30,25,14,10,3,214,0,4,24,105,26,22,11,5,0,202,0,8,26,113,27,16,3,3,3,188,0,0,0,53,5,0,0,0,0,62,0,12,36,37,12,4,0,0,0,93,0,3,0,6,4,11,3,6,0,35,3,10,11,39,12,13,10,4,0,105,5,32,16,65,26,13,10,4,0,167,0,0,0,15,0,13,3,9,0,40,0,7,11,46,15,6,12,0,0,91,8,90,143,721,118,86,65,32,20,1295,64,83,229,666,195,148,78,82,79,1622,1332,2153,3644,9697,2724,2262,1606,871,416,24699,0,5,4,18,3,8,4,4,0,42,1232,1598,2087,3674,1299,1084,831,488,338,12639,5,3,8,39,0,4,0,0,0,60,0,0,0,9,3,3,0,4,0,17,0,9,3,63,7,5,4,0,0,87,0,3,9,9,6,3,4,0,0,38,0,0,8,48,5,8,5,3,3,88
