SED_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED60506,13,0,23,23,48,132,262,261,185,952,4,4,6,6,11,7,13,8,6,69,85,74,183,190,255,356,379,314,118,1959,711,1393,3184,3153,3843,4997,4734,2423,682,25118
SED60508,0,0,4,6,5,19,54,54,33,171,0,0,0,0,0,3,0,0,3,12,19,18,49,54,58,70,73,44,16,394,134,214,505,544,760,981,750,324,89,4302
SED60512,8,3,21,21,56,146,311,275,182,1020,0,0,8,5,9,12,12,8,14,64,125,109,270,263,279,374,409,237,85,2157,880,1631,4181,3850,4341,5519,4878,2236,620,28133
SED60514,0,6,5,4,13,26,51,73,45,218,0,0,0,0,4,3,8,5,3,20,15,13,47,39,44,40,70,70,22,363,194,528,1305,1329,1246,1352,1208,603,172,7935
SED69494,6,4,5,9,3,8,8,7,0,48,0,0,0,0,3,0,0,0,0,8,19,16,49,50,48,60,72,8,3,325,74,119,228,197,203,199,163,31,3,1227
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,0,19
SED70001,33,41,61,52,89,65,37,11,0,390,0,9,4,6,4,13,14,9,0,63,45,57,164,131,132,78,37,13,0,666,473,747,1640,1280,1105,707,261,55,9,6271
SED70002,12,9,22,23,23,32,52,29,13,212,3,3,10,13,18,15,7,3,0,74,38,40,158,128,95,73,47,14,7,592,243,505,1989,1646,1281,1055,552,194,48,7508
SED70003,107,91,176,102,132,107,73,22,3,818,13,10,19,23,36,19,28,14,6,167,65,100,224,164,112,80,39,15,0,786,605,872,1854,1425,1017,671,288,59,8,6800
SED70004,46,48,118,143,115,119,112,34,5,749,0,13,14,26,40,54,53,30,12,245,71,131,242,162,176,152,85,25,0,1038,428,703,1480,1107,997,879,494,151,21,6262
SED70005,3,3,3,14,22,41,39,35,8,162,0,0,10,4,9,5,7,3,4,36,45,56,199,151,118,80,69,21,11,756,272,595,1625,1321,1116,716,411,137,32,6229
SED70006,12,10,33,27,39,36,62,29,12,258,0,0,12,6,18,19,13,7,5,84,30,21,150,81,78,92,64,17,0,538,223,398,1774,1327,1047,1079,637,186,41,6724
SED70007,0,0,10,22,14,22,30,30,16,150,0,0,3,8,4,3,7,4,0,26,24,51,128,95,87,47,30,18,22,507,248,567,1550,1469,1176,734,378,141,65,6321
SED70008,5,0,17,13,36,42,73,69,35,285,0,4,10,6,8,12,10,15,10,75,25,54,149,135,87,57,76,39,22,653,203,640,1751,1505,1159,870,712,371,138,7349
SED70009,47,35,52,51,48,66,91,29,3,429,21,16,23,25,23,20,18,4,0,157,77,90,196,184,223,205,179,63,10,1222,497,593,1336,1225,1289,1282,953,270,30,7465
SED70010,4,4,13,21,29,47,60,29,9,221,0,0,0,6,9,12,13,3,0,53,82,82,215,195,162,111,56,28,5,945,279,557,1389,1269,1138,914,552,167,44,6308
SED70011,4,0,8,3,8,16,47,48,15,152,0,0,3,5,4,9,0,5,7,33,14,34,121,83,68,76,71,44,44,555,113,409,1626,1220,1025,924,706,343,111,6481
SED70012,4,0,3,7,18,25,26,19,9,110,0,0,3,5,5,3,9,5,6,45,27,52,166,109,91,89,38,18,6,596,162,571,1874,1325,1099,894,456,173,33,6588
SED70013,5,0,16,18,30,60,76,47,13,257,0,0,5,3,14,9,18,6,4,54,58,51,139,158,179,180,156,44,6,970,300,433,1084,1287,1542,1430,936,275,42,7332
SED70014,117,93,217,203,215,158,77,17,0,1099,6,3,15,23,24,49,72,32,16,250,58,87,213,119,135,118,48,7,0,795,500,788,1545,1089,879,697,299,75,23,5891
SED70015,7,3,12,21,28,44,83,59,14,264,0,0,7,10,11,12,24,15,0,80,36,49,122,130,108,58,44,37,9,592,219,501,1473,1406,1133,886,688,338,56,6704
SED70016,5,4,26,30,60,61,71,28,14,299,0,3,3,14,10,27,14,17,6,92,65,31,114,130,118,108,54,32,8,665,293,506,1156,1195,1086,1049,649,220,45,6208
SED70017,13,7,25,25,37,57,64,42,9,273,0,0,12,8,13,17,21,7,4,79,93,81,254,211,191,185,107,47,17,1179,293,565,1547,1182,1096,996,573,220,43,6517
SED70018,56,66,106,118,86,71,44,19,3,572,17,20,18,27,26,18,11,7,3,146,87,79,208,202,120,108,42,8,0,852,511,756,1578,1543,1143,782,307,80,15,6712
SED70019,52,45,108,147,124,98,108,51,16,744,4,10,21,37,20,38,54,27,18,220,54,59,146,140,147,125,67,42,26,815,383,688,1730,1591,1399,1162,629,257,93,7922
SED70020,7,16,26,42,43,30,55,24,12,259,3,12,14,8,9,8,6,4,0,75,37,55,108,111,153,110,66,42,14,685,312,872,1571,1481,1593,1211,698,263,50,8059
SED70021,5,0,8,18,21,25,42,37,18,173,0,0,8,6,11,7,20,12,0,64,13,35,160,88,78,74,54,19,6,517,143,443,2049,1438,1051,910,691,252,55,7032
SED70022,4,5,3,12,19,15,22,18,16,113,0,0,15,13,10,6,0,0,0,44,46,197,436,191,149,116,59,27,0,1210,158,1056,3446,1924,1261,1100,625,188,35,9793
SED70023,0,0,8,19,37,43,55,56,11,229,0,0,4,7,14,13,22,7,0,69,50,30,101,104,110,72,57,33,7,572,236,393,1061,1219,1211,951,704,298,54,6135
SED70024,0,0,12,17,16,26,19,13,4,112,0,0,3,9,17,7,4,5,0,43,36,61,158,136,86,53,29,19,5,586,276,813,2394,2104,1219,728,342,110,21,8006
SED70025,6,0,3,16,23,47,62,55,6,221,0,0,5,6,11,15,25,9,4,75,36,49,126,133,94,76,48,28,11,588,207,561,1637,1608,1272,1000,613,267,53,7220
SED79494,4,8,20,28,27,27,14,3,0,132,0,3,0,0,4,3,4,0,0,28,37,79,223,220,278,226,100,14,0,1181,73,183,661,573,591,575,318,49,7,3031
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,5,3,0,0,0,23,4,6,23,22,19,17,0,0,0,94
SED80001,10,21,68,69,88,231,389,361,209,1443,6,5,23,31,47,51,49,49,30,290,122,135,387,369,301,266,323,248,135,2294,1902,4910,11386,11269,10873,11037,8014,3433,1202,64022
SED80002,17,15,74,93,104,206,349,396,218,1478,5,13,77,49,61,78,54,79,33,453,157,335,776,502,382,303,299,252,155,3155,2260,7441,16921,14308,11266,8817,7832,4511,1514,74877
SED80003,16,8,41,63,70,108,189,229,208,937,0,5,40,35,37,37,44,41,29,260,560,943,1199,726,509,473,411,293,240,5366,3784,10526,18594,12281,10189,8605,6286,3396,1696,75363
SED80004,17,11,37,61,80,106,272,417,244,1238,3,6,29,41,30,38,40,68,33,289,139,207,573,423,393,306,413,420,264,3130,1680,4906,12917,13263,11357,9138,7950,5630,2236,69084
SED80005,16,16,75,116,137,183,345,288,111,1292,0,14,114,84,79,95,86,58,21,545,155,258,779,571,371,228,232,121,26,2728,2112,6344,17769,18133,12417,7710,5541,2358,535,72912
SED89494,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,17,35,25,22,18,5,0,130,34,81,108,104,77,78,34,10,4,530
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,3,5,15,33,67,21,3,146,0,0,0,0,9,30,43,26,9,119,23,56,209,153,135,128,85,52,7,850,85,218,570,637,655,760,583,257,62,3841
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,3,0,0,0,11
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
