LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA54170,14,29,28,33,6,0,0,0,109,18,36,36,32,31,0,0,0,152,16,109,280,437,575,956,531,203,3108,44,179,342,497,614,956,531,203,3369,9829,7508,9569,10177,9399,7605,3043,745,57876,280,387,490,523,397,256,160,89,2581,10156,8074,10404,11192,10413,8819,3731,1043,63822,7,6,9,9,0,0,0,0,31,4,11,6,12,0,0,0,0,34,5,20,55,100,139,100,57,36,517,21,38,72,120,139,100,57,36,581,8918,7882,10601,11207,10935,8929,3843,1528,63842,202,291,258,249,258,246,229,180,1909,9139,8214,10932,11573,11331,9274,4122,1746,66334,19,38,33,38,10,0,0,0,137,24,45,40,39,32,0,0,0,184,25,134,336,539,712,1057,585,243,3628,62,216,411,615,756,1057,585,243,3953,18746,15394,20171,21381,20338,16536,6883,2276,121717,489,684,749,769,648,497,381,269,4488,19300,16285,21336,22768,21744,18096,7853,2782,130156
LGA54200,0,3,6,0,0,0,0,0,17,6,8,8,7,4,0,0,0,40,7,50,64,166,208,318,233,93,1136,17,67,72,180,216,318,233,93,1191,3399,2858,3609,3544,3123,2532,1365,402,20833,137,209,223,200,187,113,80,51,1202,3553,3137,3904,3919,3531,2962,1686,539,23227,4,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,7,0,9,21,34,43,34,24,7,172,3,12,20,38,46,34,24,7,181,3092,3151,3890,3795,3516,3126,1763,674,23009,122,151,155,129,125,104,119,66,981,3217,3315,4066,3963,3689,3266,1902,750,24174,8,3,6,3,0,0,0,0,24,6,14,5,13,9,0,0,0,43,11,56,83,198,259,351,254,96,1308,23,80,91,217,263,351,254,96,1376,6490,6007,7497,7336,6639,5654,3135,1078,43839,259,365,385,334,313,216,200,118,2183,6770,6450,7970,7889,7218,6227,3593,1292,47399
LGA54280,0,3,0,0,4,0,0,0,9,10,3,5,4,3,0,0,0,25,5,27,51,91,100,94,48,18,431,11,29,55,94,109,94,48,18,463,1670,2103,1939,1724,1559,771,266,36,10060,240,354,313,261,219,118,41,12,1558,1915,2491,2299,2085,1879,991,354,60,12083,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,10,14,11,7,3,4,61,7,9,11,14,11,7,3,4,68,1507,2066,1878,1653,1383,701,287,114,9596,175,244,208,161,139,84,27,24,1063,1691,2322,2097,1833,1534,794,322,138,10734,4,4,0,0,4,0,0,0,11,10,4,5,4,3,0,0,0,27,3,34,57,106,118,104,52,21,496,16,42,64,109,119,104,52,21,531,3174,4172,3819,3378,2944,1466,555,148,19658,414,601,518,430,357,206,69,31,2626,3610,4812,4401,3915,3416,1782,678,202,22815
LGA54310,3,5,15,5,3,0,0,0,34,0,13,5,4,0,0,0,0,32,0,36,71,88,69,38,5,0,307,9,56,88,99,78,38,5,0,371,1046,1567,1809,1293,823,224,58,0,6826,269,486,500,335,214,74,15,0,1890,1321,2108,2402,1730,1114,335,73,7,9092,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,4,20,20,19,0,0,0,70,3,4,28,25,19,0,0,0,81,870,1675,1644,1191,604,207,53,5,6249,171,323,285,190,123,35,8,0,1132,1048,2003,1954,1405,750,239,59,8,7466,3,5,13,14,3,0,0,0,38,0,13,5,5,0,0,0,0,32,3,39,93,110,95,36,4,0,377,13,61,117,129,98,36,4,0,450,1915,3240,3454,2492,1426,429,106,10,13078,444,815,783,521,337,105,17,0,3026,2369,4115,4351,3142,1864,574,135,12,16560
LGA54340,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,11,32,15,5,66,0,8,0,0,11,32,15,5,63,226,244,226,218,248,165,88,21,1431,34,30,37,28,19,16,10,7,180,256,276,258,245,273,208,111,32,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,5,0,0,0,0,8,214,226,194,214,222,200,109,46,1428,34,24,25,20,19,20,14,16,157,247,250,218,240,237,217,120,64,1596,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,10,27,15,9,72,0,8,5,7,12,27,15,9,78,436,473,416,435,468,363,193,66,2859,67,55,60,43,33,37,22,21,336,503,531,486,489,518,427,232,100,3271
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,3,28,0,0,0,0,5,9,9,3,28,45,46,55,58,84,67,39,12,405,9,6,6,10,19,4,11,3,67,57,59,60,75,108,83,57,12,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,52,71,87,62,49,26,428,12,0,5,10,7,7,11,4,62,54,39,60,77,98,68,55,34,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,9,3,31,0,0,0,6,5,9,9,3,31,93,84,111,130,173,128,84,36,837,20,16,10,21,28,15,20,7,130,109,93,119,154,206,153,114,46,992
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,24,24,42,35,28,16,10,0,178,9,0,9,3,4,0,0,0,23,29,28,48,46,29,19,10,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,30,29,20,15,4,0,142,0,3,3,7,0,4,0,0,19,14,29,39,37,20,16,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,35,52,74,64,47,30,15,0,319,5,7,16,11,4,3,0,0,49,41,59,84,84,47,32,19,0,370
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,8,3,34,0,0,0,5,4,11,8,3,34,64,83,122,96,145,97,57,22,688,3,4,13,8,18,5,9,0,61,70,88,130,115,169,121,78,20,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,3,0,4,0,0,0,6,68,81,106,112,120,96,64,32,678,0,7,5,10,16,6,12,4,59,65,91,117,120,134,98,73,32,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,15,8,3,41,0,0,9,5,6,15,8,3,41,130,160,224,212,265,191,127,52,1368,5,15,22,17,30,14,19,0,127,137,179,249,236,305,222,150,54,1532
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,0,10,0,0,3,0,0,6,6,0,10,36,36,47,64,62,53,21,6,319,5,6,12,0,11,8,0,3,41,48,37,57,69,67,60,28,11,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,21,34,46,49,56,38,22,11,276,8,5,7,9,10,0,3,3,42,26,39,52,56,62,47,25,11,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,6,0,13,0,0,3,6,0,10,6,0,13,58,74,93,109,111,89,46,19,598,13,8,14,4,16,15,5,8,83,74,82,114,125,130,110,51,18,702
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,0,0,0,0,0,4,3,0,16,12,14,20,28,26,29,18,3,146,0,0,0,4,0,0,0,0,12,12,20,22,30,27,34,15,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,24,31,23,6,7,127,0,0,0,3,0,0,0,0,3,8,12,17,27,31,23,6,7,136,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,3,0,12,0,0,0,4,0,4,3,0,16,17,26,41,44,61,52,19,4,273,3,0,0,3,0,0,0,0,12,14,28,41,56,69,60,27,6,302
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,10,0,0,12,22,31,46,57,50,35,24,4,273,5,7,4,10,5,0,0,0,33,26,35,54,63,53,53,29,9,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,41,52,51,42,13,0,253,0,8,4,0,3,4,3,0,33,17,42,50,49,56,47,17,4,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,0,0,0,0,0,10,4,0,11,42,63,93,106,99,80,38,8,530,4,11,17,11,15,8,3,0,67,41,78,107,117,114,94,43,11,605
LGA54830,48,87,23,20,3,0,0,0,186,7,6,11,3,5,0,0,0,29,6,62,78,135,173,173,81,19,733,60,151,108,154,178,173,81,19,940,2586,3089,3325,2472,1689,1041,517,141,14862,349,751,580,323,161,87,33,17,2292,2998,3988,4018,2950,2031,1301,628,179,18092,15,18,11,0,4,0,0,0,41,0,0,0,0,0,0,0,0,4,5,18,32,36,24,25,8,0,146,21,35,36,36,27,25,8,0,192,2483,3650,3503,2563,1980,1327,634,219,16350,140,184,156,121,95,60,41,21,820,2648,3861,3693,2719,2106,1416,685,236,17364,60,101,33,20,3,0,0,0,225,9,8,8,3,5,0,0,0,33,13,75,106,168,200,202,93,22,875,83,183,146,191,214,202,93,22,1131,5071,6732,6828,5033,3662,2368,1150,357,31211,484,928,740,444,256,152,68,34,3110,5642,7857,7718,5670,4134,2717,1314,416,35457
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,19,0,0,0,0,5,6,3,0,19,56,69,83,92,93,58,25,5,487,10,3,5,9,15,8,0,0,45,68,76,88,97,108,70,31,3,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,81,68,82,56,29,6,437,8,3,5,8,7,3,5,6,34,51,74,85,76,85,55,30,10,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,20,0,0,0,0,5,6,3,0,20,106,137,166,158,177,112,59,14,917,15,4,12,14,20,9,5,6,79,119,144,178,173,200,128,67,13,1017
LGA54970,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,0,22,0,4,3,7,5,6,0,0,27,52,112,90,85,84,23,8,0,463,34,99,82,82,53,12,0,0,350,90,217,174,174,142,38,5,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,34,66,52,42,53,15,3,0,261,10,31,18,14,14,4,0,0,95,50,101,61,56,64,15,3,0,358,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,0,0,22,0,9,3,10,3,6,0,0,26,94,183,140,123,135,40,14,0,722,43,133,96,89,71,16,0,0,447,136,323,236,223,207,56,11,5,1197
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,4,0,3,24,0,3,3,4,9,4,0,3,24,71,127,90,84,65,38,8,0,485,57,115,73,45,38,10,3,0,343,129,241,166,131,111,51,11,4,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,50,82,73,64,57,26,5,0,359,27,30,19,18,15,0,0,0,115,73,110,91,86,73,28,11,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,10,0,3,25,0,3,3,5,9,10,0,3,25,126,203,165,151,122,64,16,0,848,82,140,96,66,53,11,5,0,454,205,351,265,216,180,81,26,3,1324
LGA55110,13,28,23,17,6,0,0,0,83,4,9,3,16,16,0,0,0,49,15,60,162,288,397,840,677,307,2745,29,97,187,317,419,840,677,307,2872,4429,3876,4098,4473,4829,4862,2888,655,30107,292,379,436,446,340,282,233,141,2542,4752,4347,4718,5229,5587,5983,3797,1108,35525,4,5,5,0,4,0,0,0,19,0,3,0,0,3,0,0,0,11,7,15,41,91,98,124,60,39,478,17,26,43,97,97,124,60,39,508,4439,4550,4936,5370,6027,6154,3670,1269,36414,263,252,269,276,249,253,323,291,2185,4712,4832,5251,5745,6370,6529,4059,1605,39106,15,34,23,15,11,0,0,0,103,7,15,9,15,19,0,0,0,61,19,75,200,381,494,962,737,350,3222,45,128,228,417,515,962,737,350,3380,8867,8424,9036,9844,10854,11021,6556,1924,66519,554,631,702,719,589,537,557,440,4728,9464,9182,9972,10978,11960,12513,7848,2707,74628
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,11,19,38,72,39,22,207,0,3,11,27,37,72,39,22,214,449,413,405,525,655,499,273,68,3293,34,44,35,65,52,41,25,11,304,487,455,452,617,739,614,337,98,3806,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,10,9,0,3,31,0,0,7,6,10,9,0,3,30,393,422,455,566,696,550,278,107,3473,46,28,37,60,61,40,23,13,303,443,449,501,628,767,598,311,122,3809,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,16,30,46,81,43,26,231,5,3,15,32,46,81,43,26,239,843,833,861,1087,1352,1049,558,175,6766,78,70,77,130,108,83,50,19,607,927,907,944,1246,1510,1213,647,221,7617
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,15,0,0,0,3,4,5,0,0,13,55,119,71,60,71,41,12,0,430,32,55,33,30,19,8,3,0,179,92,173,107,87,94,57,19,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,6,58,71,46,42,53,21,12,0,295,20,31,18,21,15,10,0,0,105,74,101,60,62,62,26,14,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,20,0,0,0,3,4,5,0,0,17,115,192,122,97,124,57,22,0,724,50,85,49,45,31,16,9,0,283,165,270,166,154,155,81,31,0,1028
LGA55320,11,17,21,15,3,0,0,0,70,13,18,19,25,12,0,0,0,77,11,72,133,271,300,513,400,305,2003,36,109,168,306,311,513,400,305,2150,6131,5012,5842,5955,5527,4787,2521,810,36593,198,263,290,278,262,193,156,128,1763,6365,5385,6305,6538,6103,5492,3080,1248,40511,9,3,0,5,0,0,0,0,13,6,8,3,0,0,0,0,0,22,0,10,27,64,75,48,67,45,336,10,24,28,73,75,48,67,45,366,6169,5316,6876,6948,6638,6025,3332,1792,43093,203,232,193,203,178,185,199,247,1643,6384,5568,7101,7217,6890,6265,3597,2089,45104,18,18,26,18,3,0,0,0,85,16,22,24,25,13,0,0,0,102,11,83,154,337,370,559,465,351,2336,44,127,202,377,386,559,465,351,2516,12303,10331,12721,12903,12159,10816,5853,2601,79686,395,495,481,478,443,379,356,375,3404,12738,10955,13403,13754,12993,11756,6676,3336,85614
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,5,4,0,10,32,58,59,38,24,21,5,0,234,16,35,39,19,15,14,0,0,136,50,97,98,60,40,30,6,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,12,18,26,4,6,0,87,11,5,0,3,4,0,0,0,24,20,19,12,21,34,7,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,5,4,0,10,51,72,70,58,48,26,4,0,325,24,42,39,19,17,12,4,0,161,77,115,108,82,70,40,11,0,492
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,20,24,7,10,69,0,0,0,11,20,24,7,10,71,154,167,153,182,181,147,63,17,1071,25,30,32,22,26,22,14,4,174,184,197,184,211,232,194,87,31,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,10,0,0,0,3,8,0,0,0,10,148,154,161,164,191,151,71,35,1071,20,24,24,20,22,20,10,4,139,167,179,185,182,214,167,75,40,1213,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,26,27,7,10,78,0,0,0,12,26,27,7,10,82,304,324,310,349,374,296,137,55,2139,43,56,58,35,48,42,22,7,313,349,373,370,398,449,368,160,65,2528
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,4,0,0,11,15,14,19,27,32,20,10,5,139,3,0,0,8,10,5,3,3,32,15,20,21,29,49,34,17,8,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,8,14,23,24,15,14,13,0,118,0,0,0,5,5,5,3,0,25,8,22,28,26,26,17,13,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,7,0,0,9,22,34,38,50,51,34,25,4,260,3,3,3,12,17,11,11,4,59,27,38,48,55,75,52,34,9,331
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,16,7,3,39,0,0,4,5,5,16,7,3,39,104,103,97,131,158,114,59,11,781,16,23,15,20,19,11,9,0,119,122,127,116,160,179,139,76,17,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,4,0,0,0,0,11,101,112,104,143,140,114,66,25,794,9,8,16,23,16,17,9,13,113,110,120,124,161,152,133,76,40,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,16,6,0,53,0,0,6,6,6,16,6,0,53,205,214,201,273,297,223,119,41,1575,31,31,32,43,31,31,20,10,228,234,244,235,324,337,268,149,57,1851
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,12,0,0,0,5,0,3,4,0,12,27,29,26,36,34,32,4,9,196,11,3,3,0,6,11,3,3,46,39,31,31,44,44,50,13,12,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,28,27,29,34,34,18,3,199,10,4,5,6,8,16,4,3,54,37,33,35,32,45,48,26,8,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,0,16,0,0,0,5,4,3,8,0,16,48,55,54,66,67,66,27,15,398,22,10,10,8,10,30,5,8,98,71,62,63,77,83,98,36,18,506
LGA55740,0,0,4,0,0,0,0,0,10,5,5,0,0,4,0,0,0,15,0,0,11,13,18,42,35,20,145,0,6,18,14,20,42,35,20,162,481,432,507,606,508,433,224,48,3237,21,43,39,35,39,22,26,9,225,507,484,557,652,568,491,289,82,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,20,3,0,4,3,3,3,0,0,20,651,496,565,663,547,469,284,101,3766,33,28,19,19,28,33,25,33,212,681,528,585,681,578,504,309,126,4006,0,0,0,0,0,0,0,0,9,5,5,0,0,4,0,0,0,15,0,0,9,17,19,47,36,23,161,3,10,14,20,26,47,36,23,187,1135,930,1071,1260,1051,898,506,144,7004,44,70,53,56,67,53,54,37,438,1185,1009,1139,1334,1141,995,594,211,7622
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,19,0,0,0,5,0,5,0,0,13,14,22,17,26,26,18,11,0,140,16,25,21,34,21,20,9,0,145,31,44,43,63,52,38,17,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,14,28,20,29,20,3,0,126,18,16,29,21,18,8,5,0,104,24,24,57,41,49,26,6,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,18,0,0,0,5,0,9,3,0,16,25,39,53,47,59,35,9,0,265,29,36,50,53,40,27,9,0,247,55,70,97,104,103,72,23,9,531
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,0,10,9,23,27,35,46,22,8,3,172,0,4,0,10,4,0,0,0,22,8,25,32,45,49,30,13,4,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,25,24,39,19,6,12,157,3,0,4,4,4,0,0,0,19,14,22,28,35,44,19,6,12,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,0,0,4,4,0,0,12,20,39,55,63,82,44,14,13,332,3,3,9,11,12,0,0,0,39,22,42,62,75,100,45,20,16,385
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,3,0,5,0,0,9,25,24,30,32,41,28,16,4,206,8,5,0,6,5,0,0,3,24,28,31,31,43,40,37,20,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,29,30,37,30,19,0,189,0,6,0,0,0,4,4,0,23,14,27,28,36,39,28,26,3,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,3,0,5,0,0,9,43,53,56,69,77,56,40,4,397,3,7,8,13,5,8,6,4,49,48,62,60,82,85,68,46,11,459
