LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA52730,1044,464,351,629,739,898,893,488,145,5652,7,0,0,3,3,0,4,8,0,22,4,0,0,5,0,4,14,0,0,22,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,4,0,7,0,15,46,55,79,92,78,109,78,41,18,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,79,90,78,124,105,44,18,658,56,56,79,92,88,128,111,45,18,678,1099,523,435,727,823,1025,1002,538,160,6328
LGA52800,1547,955,1188,910,773,716,388,110,28,6612,9,10,9,4,9,6,0,3,0,50,25,4,34,17,21,54,82,3,0,246,56,17,19,54,35,94,87,7,0,372,21,14,20,25,27,67,62,9,0,242,7,8,8,10,15,36,46,17,0,134,100,127,256,185,276,267,258,54,7,1517,5,0,7,4,5,11,3,0,0,31,0,7,4,0,4,4,3,0,0,28,0,0,0,0,6,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,212,175,344,287,377,547,547,89,7,2581,215,184,352,293,384,551,548,91,7,2631,1761,1139,1546,1205,1161,1265,936,198,34,9242
LGA52870,1011,479,449,632,768,907,855,435,122,5650,0,0,4,5,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,57,34,15,32,38,35,18,0,236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,40,17,31,42,40,16,0,261,17,62,42,21,32,42,50,16,0,281,1024,537,483,649,801,949,903,454,120,5931
LGA52940,141,53,48,84,83,78,115,40,12,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,10,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,10,3,0,0,34,0,10,7,3,12,10,3,0,0,39,139,55,51,83,96,86,119,38,10,685
LGA53010,123,28,63,86,88,101,80,38,6,615,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,11,18,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,16,9,4,0,0,55,0,3,12,11,16,9,5,0,0,59,123,39,77,96,103,112,83,38,4,670
LGA53080,74,60,90,52,89,106,80,42,3,602,0,0,0,0,5,0,0,0,0,4,0,0,3,0,4,3,9,4,0,22,0,0,0,3,4,6,14,0,0,38,0,0,0,5,4,3,27,0,0,28,4,0,0,0,8,0,6,0,0,25,3,31,66,43,102,50,19,0,0,320,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,71,50,125,75,81,3,0,439,9,31,71,54,129,75,81,3,0,448,87,83,159,105,213,188,161,46,10,1048
LGA53150,1348,869,664,867,1128,1012,792,450,251,7393,0,0,3,0,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,10,5,0,10,0,0,0,3,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,24,33,19,23,27,9,15,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,39,28,28,34,21,14,7,201,11,22,46,26,28,33,21,13,7,211,1362,895,710,893,1156,1046,813,463,259,7605
LGA53220,1504,976,2208,1933,1408,978,232,40,13,9286,4,3,6,11,11,6,0,0,0,45,3,16,48,39,37,38,19,4,0,207,8,3,33,35,57,69,18,4,0,229,3,7,65,107,113,99,34,3,0,430,4,5,26,29,31,49,16,0,0,162,26,583,2551,2504,2377,1550,471,75,0,10128,0,0,7,14,12,14,9,0,0,61,0,3,5,12,7,16,3,0,0,47,4,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,57,607,2738,2746,2638,1834,575,85,0,11281,65,616,2747,2755,2655,1837,575,88,0,11329,1566,1584,4953,4692,4062,2818,805,125,9,20614
LGA53290,2621,1351,1420,1533,1703,1652,1292,840,267,12667,5,7,3,6,13,16,12,0,5,61,5,5,4,7,13,12,20,9,0,68,0,0,6,3,0,9,10,0,0,34,0,0,3,0,0,12,11,0,0,36,0,0,6,0,0,9,8,5,0,24,84,162,128,113,150,153,103,47,14,949,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,166,146,127,158,202,160,53,14,1127,96,175,151,130,168,213,172,53,18,1186,2717,1529,1568,1660,1867,1872,1461,895,284,13849
LGA53360,539,289,492,442,387,340,218,95,16,2820,0,0,3,0,0,0,0,0,0,5,28,8,7,20,15,34,36,4,0,158,39,4,22,30,23,39,63,5,0,239,5,7,13,5,6,27,39,3,0,93,9,9,11,10,10,21,30,5,0,102,214,143,348,251,274,541,859,301,31,2959,6,6,0,7,4,16,16,3,0,55,0,0,0,0,0,13,5,0,0,14,6,0,0,3,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,314,182,405,322,348,683,1049,324,31,3638,314,181,403,322,348,680,1049,324,31,3640,844,470,898,768,731,1025,1265,416,44,6465
LGA53430,4454,2986,4086,4190,4039,4098,3339,1789,817,29795,4,0,6,8,0,9,5,11,4,42,4,45,71,29,24,13,15,4,0,192,3,0,16,11,11,13,14,3,0,81,0,0,4,21,9,26,3,0,0,62,0,0,3,3,0,3,0,0,0,20,94,195,210,172,199,172,125,80,55,1300,0,3,0,0,4,5,9,0,0,19,0,0,4,7,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,103,245,305,244,245,237,178,93,55,1694,106,249,306,248,246,246,186,97,61,1744,4560,3234,4389,4443,4284,4344,3522,1892,876,31539
LGA53570,745,412,519,502,664,783,831,420,76,4963,0,4,5,0,0,0,3,7,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,4,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,18,37,30,26,40,45,62,23,8,286,0,3,19,8,0,0,4,0,0,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,46,59,31,38,48,70,23,8,349,24,51,64,33,44,48,74,34,6,376,774,456,581,540,707,837,905,451,84,5336
LGA53640,244,87,170,151,137,164,131,34,8,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,6,13,12,0,0,60,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,11,6,14,12,0,0,71,3,11,12,11,6,14,12,0,0,67,250,97,182,157,148,178,140,34,8,1205
LGA53710,160,69,66,110,113,148,150,62,24,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,9,3,0,0,39,0,3,4,0,6,9,3,0,0,42,165,75,67,112,121,158,157,67,24,940
LGA53780,25893,15747,16860,19120,15442,12330,9748,4969,1817,121933,30,17,13,33,17,20,19,23,13,181,0,10,3,0,8,9,8,0,0,48,6,3,5,4,8,5,9,0,0,54,0,0,4,5,10,11,8,6,0,36,0,0,0,0,0,5,0,0,0,17,365,400,367,253,236,215,154,64,33,2085,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,13,370,421,391,269,266,241,195,74,36,2253,404,433,399,299,277,261,217,98,49,2438,26295,16183,17259,19420,15724,12590,9967,5071,1864,124367
LGA53800,7633,4260,4293,4501,4849,4660,3587,2014,790,36592,4,9,8,14,14,7,20,5,6,85,7,0,4,4,4,17,40,13,0,91,10,0,3,13,9,23,51,7,0,112,5,3,11,11,8,27,51,0,0,116,0,0,0,0,0,18,43,11,0,71,211,282,279,253,282,335,354,137,49,2187,0,0,0,4,0,4,23,3,0,36,0,0,0,4,0,5,6,4,0,17,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,233,298,294,297,307,426,558,174,52,2635,243,303,305,308,323,435,578,179,55,2723,7870,4561,4604,4810,5174,5090,4166,2193,842,39311
LGA53920,864,596,549,480,395,241,158,49,11,3348,7,13,9,6,8,6,0,6,0,65,6,0,12,11,5,34,32,5,0,100,28,4,27,16,16,48,57,4,0,203,20,3,5,16,10,54,60,9,0,170,5,7,4,6,7,14,16,10,0,66,36,30,128,105,121,177,172,46,6,832,7,5,0,0,5,0,0,0,0,19,0,4,14,9,11,9,5,0,0,51,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,117,54,191,169,167,338,343,71,6,1459,124,70,203,177,181,341,343,78,6,1526,989,667,752,653,578,585,500,125,17,4870
LGA53990,5856,2938,2988,3521,3431,3373,2728,1350,375,26543,5,4,0,8,5,4,15,12,4,62,0,0,3,0,0,3,3,0,0,13,3,0,8,0,4,4,4,0,0,20,0,0,0,0,8,5,9,3,0,20,0,0,0,0,10,0,0,0,0,11,101,196,107,91,103,131,81,32,14,862,0,0,0,0,3,7,4,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,111,203,116,96,122,150,95,34,14,946,110,206,123,97,125,162,111,48,23,1007,5964,3143,3113,3619,3555,3529,2840,1391,394,27553
LGA54060,538,272,196,325,419,562,589,320,75,3300,5,0,0,5,0,0,6,7,0,17,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,3,0,8,0,0,0,0,0,0,8,0,0,10,0,0,0,5,3,3,0,0,0,11,30,33,66,55,54,101,135,59,5,535,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,68,60,59,110,148,61,5,577,28,34,68,66,60,115,154,69,5,597,569,302,269,387,479,673,741,388,81,3893
LGA54130,236,70,121,142,134,167,117,39,10,1030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,14,14,13,21,27,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,14,13,19,30,3,0,111,6,4,11,14,13,19,28,3,0,114,247,73,133,161,147,185,146,42,10,1142
LGA54170,29367,18532,15236,20277,21597,20328,16930,7507,2662,152432,27,7,21,17,22,26,34,9,3,167,5,7,6,3,4,6,13,5,0,54,9,11,18,11,8,24,23,4,0,108,8,5,3,3,6,7,10,0,0,41,0,0,0,4,3,4,0,0,0,5,420,492,489,406,357,326,254,183,174,3112,0,0,0,0,3,3,9,3,0,17,3,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,448,516,523,436,375,377,311,196,174,3354,471,526,539,448,395,404,344,209,184,3523,29839,19062,15776,20727,21990,20733,17272,7717,2839,155950
LGA54200,11155,6465,6014,7568,7407,6711,5855,3433,1243,55838,9,8,5,9,7,20,13,8,0,75,0,4,4,0,4,0,5,0,0,12,3,0,3,3,0,0,3,3,0,24,0,0,3,6,6,4,3,0,0,22,0,0,4,0,0,4,3,0,0,14,183,204,160,164,133,158,92,71,21,1188,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,183,205,178,174,144,162,117,70,21,1270,192,214,179,182,152,187,132,84,29,1342,11346,6677,6197,7748,7552,6896,5990,3511,1264,57181
LGA54280,6304,3399,4504,4163,3699,3143,1621,612,186,27631,0,3,4,4,10,11,7,10,0,58,0,3,5,9,8,15,25,4,0,64,0,0,6,8,6,15,66,4,0,116,0,9,17,4,7,32,23,3,0,97,0,0,4,9,3,18,38,0,0,79,103,269,575,487,396,422,172,60,3,2487,0,0,3,0,4,18,0,0,0,28,0,0,0,0,4,9,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,286,624,518,436,525,320,75,3,2892,104,291,634,525,445,542,325,83,10,2952,6412,3686,5139,4684,4145,3679,1949,697,197,30581
LGA54310,5461,2232,3854,4144,2914,1723,530,127,11,21002,9,6,7,8,5,7,0,3,0,41,13,12,18,36,42,41,33,6,0,200,27,8,22,24,29,71,82,20,0,280,16,6,40,68,77,94,74,10,3,372,6,3,9,20,31,52,39,10,0,166,111,305,1039,1038,1097,985,622,195,14,5400,0,0,0,4,5,18,9,0,0,37,0,5,6,4,5,6,5,0,0,26,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,164,339,1129,1197,1277,1271,869,238,14,6492,171,344,1140,1204,1284,1277,869,237,14,6535,5631,2576,4997,5350,4197,3000,1392,360,24,27539
LGA54340,766,478,498,455,459,485,396,215,93,3838,0,0,0,6,0,3,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,39,15,27,32,23,13,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,39,15,30,30,24,13,3,193,14,26,35,27,32,38,24,13,5,215,781,503,535,479,485,521,419,226,94,4054
LGA54410,148,88,91,111,139,189,141,107,40,1050,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,14,7,11,6,10,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,7,11,11,7,0,0,58,3,7,14,7,13,11,7,3,0,67,149,100,102,111,151,196,150,110,43,1110
LGA54480,107,35,55,84,81,44,35,18,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,7,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,7,8,0,0,36,5,4,5,0,0,7,8,0,0,36,110,37,60,79,81,48,46,18,0,480
LGA54550,355,108,164,238,222,291,193,133,53,1758,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,10,8,0,24,6,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,8,7,28,6,11,0,82,5,14,11,7,7,28,6,8,0,92,361,121,175,248,230,317,199,137,55,1846
LGA54620,134,58,71,109,114,111,93,38,18,747,0,0,0,0,0,6,3,3,0,13,0,0,3,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,5,37,73,47,56,63,19,6,4,313,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,74,50,53,73,31,4,4,342,11,37,74,50,53,74,33,7,4,347,143,94,148,155,171,191,123,48,23,1096
LGA54690,61,17,23,33,46,56,56,24,3,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,9,3,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,8,0,0,23,3,5,3,3,5,3,6,0,0,31,64,17,27,39,55,58,60,24,3,354
LGA54760,157,31,68,100,109,103,75,34,9,690,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,7,0,0,22,9,0,0,3,4,0,6,0,0,28,165,27,75,100,115,100,82,39,10,719
LGA54830,10243,5388,7354,7369,5362,3887,2576,1268,406,43850,3,4,7,5,9,9,7,3,0,38,0,0,7,6,0,3,0,0,0,20,0,0,0,0,0,0,0,4,0,11,0,4,0,0,6,0,0,0,0,12,0,0,0,0,6,11,7,0,0,18,123,152,140,105,82,91,58,24,5,785,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,158,147,115,99,103,61,26,5,851,128,162,152,117,107,110,65,31,3,886,10369,5553,7507,7488,5470,3998,2640,1293,410,44736
LGA54900,235,91,132,161,165,177,112,54,12,1136,6,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,5,0,0,5,0,14,14,15,14,20,9,6,0,91,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,15,13,24,18,6,0,110,3,14,18,15,13,27,20,6,0,113,238,100,149,185,178,198,126,58,12,1248
LGA54970,126,129,278,224,215,195,46,8,5,1226,0,5,19,3,9,8,4,0,0,48,0,0,10,5,6,20,3,0,0,42,0,5,10,0,4,10,5,4,0,37,0,0,6,12,15,16,0,0,0,59,0,5,4,9,4,4,0,0,0,32,6,165,597,573,606,422,75,7,0,2450,0,0,0,0,10,4,0,0,0,17,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,621,603,652,476,92,14,0,2640,6,175,636,608,663,480,96,14,0,2690,131,306,920,834,874,681,140,21,0,3909
LGA55040,248,187,343,241,193,169,68,19,5,1470,0,0,0,0,4,5,0,0,0,4,0,0,8,5,0,3,11,0,0,23,0,7,3,7,3,10,13,6,0,42,0,0,11,11,8,17,8,0,0,55,0,5,6,5,0,0,5,0,0,22,16,187,566,501,428,293,89,12,0,2091,0,0,0,0,5,5,7,0,0,9,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,197,585,540,443,321,134,15,0,2259,16,201,585,540,446,327,134,15,0,2262,261,380,930,781,640,497,205,32,5,3732
LGA55110,15361,8856,8387,9072,9934,10680,11124,7201,2581,83202,10,18,11,20,16,44,61,38,21,245,8,3,0,8,0,9,12,0,0,42,8,0,5,9,13,6,24,5,0,76,0,0,0,3,0,4,12,0,0,18,0,0,0,0,4,5,3,0,0,15,309,308,270,245,294,301,272,150,65,2209,0,0,0,0,4,0,9,0,0,27,0,3,5,0,4,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,323,317,289,266,321,330,329,164,65,2413,337,339,300,286,336,376,390,206,83,2658,15694,9195,8688,9358,10271,11054,11522,7405,2668,85859
LGA55180,1435,833,830,886,1123,1361,1049,578,193,8282,0,0,4,0,0,6,3,0,5,26,0,0,0,0,0,5,7,0,0,13,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,3,5,0,0,10,3,0,0,0,0,3,0,0,0,7,68,65,95,100,102,132,93,26,12,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,66,100,101,107,150,105,26,12,730,71,66,101,101,108,152,112,31,15,752,1504,898,929,987,1231,1511,1161,605,209,9036
LGA55250,166,159,256,162,142,139,74,30,0,1124,0,4,6,0,0,3,0,0,0,11,0,0,3,0,3,4,4,0,0,16,0,0,4,0,4,4,0,3,0,17,0,5,0,0,0,5,3,0,0,14,0,3,0,0,0,3,5,0,0,17,8,89,235,238,266,194,101,18,0,1144,0,0,4,5,0,3,6,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91,254,245,279,220,118,25,0,1235,11,94,254,245,283,220,118,25,0,1247,171,253,506,410,422,363,197,47,0,2372
