SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40478,0,0,0,0,0,4,7,0,0,11,17,19,3,14,11,13,21,8,0,106
SAL40479,25,36,20,15,27,29,21,12,10,195,356,323,324,260,384,427,273,185,88,2620
SAL40480,27,6,12,9,17,14,6,3,0,94,171,105,132,99,113,148,126,59,25,978
SAL40481,3,3,4,0,0,8,0,0,0,18,19,21,11,9,7,18,12,3,0,100
SAL40482,9,0,6,5,5,0,9,5,0,39,25,16,8,19,33,33,39,17,0,190
SAL40483,4,5,11,0,5,3,3,0,0,31,103,70,98,95,84,72,57,70,3,652
SAL40484,0,0,0,0,0,3,0,0,0,3,9,7,4,6,9,12,23,9,3,82
SAL40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL40486,0,0,0,0,0,0,0,0,0,0,14,10,4,0,8,8,4,0,0,48
SAL40487,0,0,0,0,0,0,0,0,0,0,9,0,6,3,0,0,0,0,0,18
SAL40488,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,16
SAL40489,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
SAL40490,3,5,9,9,8,4,0,0,0,38,8,20,12,23,21,10,5,0,0,99
SAL40491,0,0,0,0,0,0,0,0,0,0,6,3,3,0,10,6,3,4,0,35
SAL40492,4,8,17,16,25,25,4,6,0,105,170,172,234,210,204,190,219,98,47,1544
SAL40493,0,0,0,0,0,0,0,0,0,0,6,0,4,4,3,5,0,0,0,22
SAL40494,5,0,0,5,0,0,0,0,0,10,19,7,10,15,16,20,7,7,0,101
SAL40495,53,36,34,60,40,25,20,3,6,277,775,484,674,684,486,405,339,187,67,4101
SAL40496,0,0,0,0,0,0,0,0,0,0,11,11,7,3,16,9,8,4,0,69
SAL40497,22,4,6,13,10,8,10,10,0,83,118,72,66,65,82,127,137,63,10,740
SAL40498,24,31,36,25,22,31,10,7,3,189,436,410,503,395,396,426,300,119,59,3044
SAL40499,8,4,9,12,10,12,6,0,0,61,108,65,92,110,107,111,80,31,14,718
SAL40500,21,11,10,19,20,8,9,4,0,102,423,295,150,277,310,232,248,147,85,2167
SAL40501,14,15,6,6,8,14,15,11,5,94,403,214,178,285,304,195,217,197,46,2039
SAL40502,4,0,0,0,4,14,9,3,0,34,81,39,34,41,62,64,45,22,3,391
SAL40503,9,3,0,0,5,7,5,0,0,29,122,70,58,83,87,99,93,18,4,634
SAL40504,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6
SAL40505,0,11,26,35,28,22,44,30,20,216,236,234,460,385,380,486,659,412,188,3440
SAL40506,25,19,21,25,27,25,24,9,5,180,569,400,470,540,505,575,500,214,83,3856
SAL40507,39,42,40,52,47,46,45,31,8,350,924,682,933,904,807,924,837,428,154,6593
SAL40508,18,12,9,11,14,20,14,18,9,125,213,207,239,226,259,332,342,218,148,2184
SAL40509,41,26,23,22,38,41,26,17,8,242,907,643,611,690,717,740,681,430,355,5774
SAL40510,0,0,0,0,0,0,0,0,0,0,12,12,4,6,21,8,5,0,0,68
SAL40511,14,3,18,17,16,15,16,20,17,136,411,320,354,403,323,241,294,297,207,2850
SAL40512,15,8,8,8,11,7,14,10,4,85,409,254,161,288,310,244,265,198,62,2191
SAL40513,5,5,3,7,4,5,3,6,3,41,44,56,25,36,49,43,58,43,10,364
SAL40514,3,15,4,9,12,17,6,3,0,69,126,115,84,83,137,165,125,73,16,924
SAL40515,20,19,11,21,17,4,4,4,11,111,275,205,297,259,230,159,163,244,266,2098
SAL40516,79,73,34,42,73,107,53,32,22,515,1708,1297,947,1235,1405,1506,1136,761,311,10306
SAL40517,4,0,0,0,0,0,4,6,0,14,57,19,24,29,43,32,41,24,0,269
SAL40518,0,0,0,0,0,0,0,0,0,0,8,8,0,9,3,16,3,4,0,51
SAL40519,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,4,5,0,0,27
SAL40520,25,10,24,32,24,23,12,5,0,155,436,280,448,421,383,350,320,126,58,2822
SAL40521,16,10,5,15,28,31,36,37,24,202,190,125,121,130,209,387,613,547,233,2555
SAL40522,16,9,12,13,20,25,31,18,8,152,278,148,151,195,242,347,466,294,95,2216
SAL40523,5,6,4,5,11,17,10,12,0,70,123,57,64,80,95,177,425,250,30,1301
SAL40524,5,3,3,12,8,12,9,8,0,60,78,81,78,82,109,163,243,160,56,1050
SAL40525,0,0,0,0,0,0,0,0,0,0,8,0,0,7,4,4,8,4,0,35
SAL40526,0,7,0,0,5,3,0,0,0,15,40,39,18,31,44,36,26,14,0,248
SAL40527,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,0,0,0,0,15
SAL40528,0,0,0,0,0,0,0,0,0,0,14,12,6,7,6,15,9,3,0,72
SAL40529,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,0,7
SAL40530,48,23,40,35,34,45,42,27,25,319,888,580,584,717,779,865,896,544,296,6149
SAL40531,0,0,3,0,0,0,3,0,0,6,35,21,25,18,19,21,27,0,0,166
SAL40532,0,0,0,0,0,0,0,0,0,0,10,8,3,10,12,18,6,9,0,76
SAL40533,0,0,0,0,0,0,0,0,0,0,9,4,0,10,13,9,7,3,0,55
SAL40534,52,25,37,41,20,17,5,0,0,197,766,323,682,691,310,271,190,95,34,3362
SAL40535,3,6,4,7,4,0,0,0,0,24,87,67,47,64,78,50,40,24,0,457
SAL40536,27,11,8,17,34,27,7,4,0,135,241,127,113,143,195,196,128,38,16,1197
SAL40537,0,0,0,0,0,0,0,0,0,0,13,5,4,9,0,3,5,3,0,42
SAL40538,95,68,50,44,74,61,27,16,5,440,1925,1425,1044,1292,1632,1428,874,388,90,10098
SAL40539,45,29,21,20,26,29,13,10,4,197,616,508,397,442,554,567,410,148,36,3678
SAL40540,0,0,0,0,0,4,0,0,0,4,15,4,0,6,12,18,9,7,0,71
SAL40541,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,3,0,0,20
SAL40542,12,5,9,3,9,8,6,6,8,66,127,100,77,84,110,120,107,49,62,836
SAL40543,6,3,0,0,5,0,0,3,0,17,16,16,3,9,20,20,19,8,0,111
SAL40544,67,30,49,43,36,31,37,42,37,372,777,500,620,560,497,477,566,343,138,4478
SAL40545,90,33,61,48,36,37,25,8,0,338,612,411,500,440,503,461,476,179,38,3620
SAL40546,0,0,0,0,0,0,0,0,0,0,14,3,3,6,0,3,0,0,0,29
SAL40547,5,6,12,9,4,9,3,0,3,51,55,104,86,60,55,71,65,49,36,581
SAL40548,27,24,8,21,22,34,32,17,11,196,417,291,164,288,394,371,409,287,194,2815
SAL40549,3,0,3,0,0,4,0,0,0,10,27,19,17,12,28,28,20,8,0,159
SAL40550,0,0,3,3,4,0,6,0,0,16,40,27,21,22,33,32,25,10,3,213
SAL40551,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,12
SAL40552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40553,5,0,0,5,3,8,0,6,0,27,37,9,17,14,23,37,13,4,3,157
SAL40554,116,59,64,101,104,83,67,25,5,624,2056,1384,1304,1715,1697,1969,1640,575,168,12508
SAL40555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40556,0,0,0,0,0,3,0,0,0,3,14,7,7,9,9,11,17,5,0,79
SAL40557,0,0,0,0,0,3,0,0,0,3,0,5,0,5,8,13,6,0,0,37
SAL40558,5,7,5,16,7,7,0,4,4,55,124,72,58,87,85,117,88,38,39,708
SAL40559,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,4,7,0,0,26
SAL40560,0,0,0,0,0,0,0,0,0,0,12,10,6,8,11,11,9,5,0,72
SAL40561,11,8,11,15,9,9,7,6,6,82,255,199,307,225,176,156,141,44,25,1528
SAL40562,0,0,0,0,0,4,0,0,0,4,3,5,3,0,9,8,13,0,0,41
SAL40563,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,4,0,6,0,13
SAL40564,107,49,61,84,84,74,63,40,21,583,1938,1225,1356,1512,1397,1414,1544,721,318,11425
SAL40565,0,3,3,3,0,4,3,0,0,16,24,10,13,10,13,30,41,11,7,159
SAL40566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40567,7,0,0,3,0,3,3,4,0,20,81,49,24,48,75,79,59,24,0,439
SAL40568,0,0,0,0,3,3,0,0,0,6,12,8,0,10,5,4,10,0,0,49
SAL40569,0,4,0,0,0,3,0,0,0,7,22,16,7,16,29,26,22,14,0,152
SAL40570,4,0,0,0,0,0,9,0,0,13,16,4,0,8,4,9,20,3,0,64
SAL40571,0,0,0,0,6,7,0,4,0,17,27,6,13,14,25,30,28,15,0,158
SAL40572,0,0,9,0,8,5,9,4,0,35,45,16,29,36,39,39,60,23,9,296
SAL40573,0,0,0,3,6,3,0,0,0,12,11,16,3,15,23,21,16,7,0,112
SAL40574,12,21,4,13,15,16,10,7,3,101,375,289,228,257,291,320,300,134,31,2225
SAL40575,26,21,23,17,24,17,19,17,3,167,677,402,319,439,510,407,354,238,50,3396
SAL40576,0,0,0,0,0,0,0,0,0,0,16,4,4,3,11,15,11,0,0,64
SAL40577,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,3,4,5,0,29
SAL40578,40,8,13,20,11,11,10,9,4,126,393,196,211,225,238,297,384,234,60,2238
SAL40579,17,9,4,9,8,8,5,5,5,70,382,210,169,255,273,259,229,134,48,1959
SAL40580,18,5,7,10,0,9,12,0,0,61,188,138,76,113,142,172,132,67,41,1069
SAL40581,9,3,0,0,3,4,5,0,3,27,105,100,37,84,65,87,77,33,12,600
SAL40582,18,19,33,27,26,21,11,17,6,178,626,500,754,615,529,429,370,293,124,4240
SAL40583,9,10,4,8,10,9,3,0,0,53,194,149,200,153,160,144,110,75,87,1272
SAL40584,46,48,40,40,67,57,41,12,3,354,1016,756,622,729,1045,920,682,351,139,6260
SAL40585,12,25,23,24,30,27,20,11,4,176,463,343,286,371,457,431,292,107,51,2801
SAL40586,34,17,10,14,28,23,15,0,0,141,689,454,224,448,528,356,167,80,10,2956
SAL40587,81,55,38,38,61,39,45,17,6,380,1248,891,736,876,979,866,819,447,91,6953
SAL40588,11,11,4,7,9,11,8,6,4,71,267,212,140,195,224,191,151,92,32,1504
SAL40589,4,9,4,9,10,5,0,0,0,41,57,54,27,42,69,62,50,12,6,379
SAL40590,0,0,0,0,0,3,0,0,0,3,19,11,8,16,12,17,12,4,0,99
SAL40591,53,39,45,29,31,35,17,6,0,255,937,681,768,595,664,712,434,180,42,5013
SAL40592,63,26,44,46,36,21,11,0,10,257,748,390,656,621,410,331,252,154,99,3661
SAL40593,4,0,0,0,0,11,14,17,9,55,81,32,53,39,54,103,174,195,79,810
SAL40594,0,0,0,0,0,0,0,0,0,0,6,4,8,5,5,8,0,0,0,36
SAL40595,5,8,12,4,14,9,3,0,0,55,113,118,224,112,112,93,66,36,27,901
SAL40596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40597,0,5,3,3,0,0,0,0,0,11,18,41,77,34,28,23,6,0,0,227
SAL40598,16,9,15,11,13,22,18,6,0,110,208,110,110,140,179,356,492,205,37,1837
SAL40599,0,0,0,0,0,0,0,0,0,0,22,14,10,16,9,20,12,8,0,111
SAL40600,3,3,7,0,3,7,0,5,0,28,121,77,67,62,90,113,92,18,0,640
SAL40601,39,33,25,33,32,21,22,13,9,227,649,406,616,633,440,398,314,198,70,3724
SAL40602,4,0,0,0,3,0,3,0,0,10,15,16,13,14,11,26,20,6,5,126
SAL40603,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,9
SAL40604,0,0,0,0,0,4,0,0,0,4,6,5,0,4,9,16,8,3,0,51
SAL40605,0,0,6,0,0,0,0,0,0,6,24,18,15,18,22,19,15,10,0,141
SAL40606,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SAL40607,75,51,47,43,51,55,69,92,158,641,1227,764,952,992,860,805,967,951,670,8188
SAL40608,0,0,0,0,0,0,0,0,0,0,17,0,0,11,4,0,4,5,0,41
SAL40609,0,4,0,0,0,0,0,0,0,4,0,8,0,0,4,8,0,0,0,20
SAL40610,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9
SAL40611,0,8,3,3,11,10,0,0,0,35,66,68,33,45,85,109,76,22,0,504
SAL40612,20,18,16,16,21,16,21,23,6,157,447,335,215,321,409,391,463,340,267,3188
SAL40613,3,0,0,0,0,3,3,0,0,9,38,16,9,8,17,13,17,3,3,124
SAL40614,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,0,0,16
SAL40615,5,3,4,0,9,9,3,0,0,33,59,31,27,39,68,94,74,17,4,413
SAL40616,97,50,52,48,45,30,30,11,7,370,851,497,623,552,499,488,382,220,89,4201
SAL40617,12,8,7,15,12,13,12,5,4,88,250,200,168,202,225,243,233,114,32,1667
SAL40618,6,0,0,0,4,5,0,0,0,15,43,13,10,28,30,30,36,4,0,194
SAL40619,148,91,93,93,73,50,67,31,12,658,1597,1076,1463,1280,1091,951,1088,741,240,9527
SAL40620,3,0,6,3,9,4,0,0,0,25,69,44,19,44,70,68,39,22,3,378
SAL40621,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,0,15
SAL40622,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,5,4,0,0,24
SAL40623,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,16
SAL40624,5,0,0,0,0,0,4,0,0,9,62,25,18,35,38,78,61,36,3,356
SAL40625,0,3,5,0,4,0,0,0,0,12,3,3,4,0,3,4,0,0,0,17
SAL40626,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7
SAL40627,0,0,0,0,5,0,8,0,0,13,18,3,5,9,20,14,26,9,0,104
SAL40628,7,10,5,4,7,12,0,3,0,48,83,84,36,64,85,102,61,15,5,535
SAL40629,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,15
SAL40630,0,0,0,0,0,0,0,0,0,0,7,0,0,3,11,22,18,9,6,76
SAL40631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40632,10,9,9,0,3,0,0,0,0,31,75,77,63,44,37,19,10,4,6,335
SAL40633,0,0,0,0,0,6,0,0,0,6,6,9,7,9,8,14,0,0,0,53
SAL40634,0,0,0,0,0,0,0,3,0,3,4,0,6,0,6,13,25,9,0,63
SAL40635,15,10,11,6,12,9,4,5,6,78,262,143,164,144,173,246,200,146,77,1555
SAL40636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40637,3,0,4,0,0,0,0,0,0,7,0,0,4,4,0,0,5,0,0,13
SAL40638,11,9,12,9,3,0,0,3,0,47,78,55,58,51,72,60,27,23,0,424
SAL40639,5,5,7,0,0,0,0,0,0,17,51,17,35,27,38,33,30,14,0,245
SAL40640,0,0,0,0,0,0,6,0,0,6,15,6,11,11,23,20,18,3,0,107
SAL40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11
SAL40642,4,7,5,8,5,10,3,6,5,53,181,135,124,120,152,170,163,107,89,1241
SAL40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40644,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,4,0,0,0,20
SAL40645,6,5,0,4,5,0,8,0,0,28,35,34,16,27,39,40,29,14,0,234
SAL40646,34,22,24,16,28,34,17,30,14,219,466,290,318,287,303,409,425,307,146,2951
SAL40647,0,0,0,0,0,0,0,0,0,0,15,3,3,8,5,10,3,3,0,50
SAL40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL40649,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,6,0,0,19
SAL40650,5,3,4,6,18,9,7,4,0,56,69,44,38,53,77,80,66,22,4,453
SAL40651,5,9,0,0,11,6,5,0,0,36,60,61,18,40,79,68,56,27,5,414
SAL40652,0,0,0,0,0,0,0,0,0,0,9,3,3,0,10,3,6,0,0,34
SAL40653,8,4,4,0,3,0,0,0,0,19,32,17,24,12,9,7,0,0,0,101
SAL40654,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,7,0,16
SAL40655,0,0,3,0,0,0,0,0,0,3,53,62,50,43,26,19,4,3,0,260
SAL40656,12,7,8,8,6,13,5,6,0,65,127,92,75,97,130,173,140,49,18,901
SAL40657,4,3,0,4,4,0,0,4,0,19,18,20,14,11,17,21,12,4,0,117
SAL40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,0,19
SAL40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40660,3,3,0,10,5,8,6,0,0,35,157,84,67,116,103,91,55,6,7,686
SAL40661,0,0,0,0,0,0,0,0,0,0,6,3,0,8,6,0,4,4,0,31
SAL40662,4,5,3,0,3,0,0,0,0,15,16,10,13,4,3,3,4,0,0,53
SAL40663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL40664,0,0,0,0,0,0,0,0,0,0,13,8,9,7,8,3,0,0,0,48
SAL40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL40666,32,15,18,19,20,27,22,24,10,187,476,278,289,290,343,493,426,279,79,2953
SAL40667,0,3,0,0,0,0,0,3,0,6,0,3,0,3,9,13,5,3,0,36
SAL40668,3,0,0,0,0,0,0,0,0,3,10,0,0,3,5,0,4,0,0,22
SAL40669,0,0,0,0,0,0,0,0,0,0,16,8,9,6,3,4,3,4,0,53
SAL40670,5,0,0,0,6,14,8,3,0,36,88,30,60,40,39,86,92,48,31,514
SAL40671,0,0,0,0,0,0,0,0,0,0,11,0,8,5,3,0,8,0,0,35
SAL40672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40673,0,0,0,0,0,0,0,0,0,0,15,3,0,9,4,12,8,0,0,51
SAL40674,19,17,17,13,16,27,19,7,8,143,262,146,151,157,166,209,173,92,43,1399
SAL40675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11
SAL40676,0,0,0,0,0,0,0,0,0,0,21,4,10,5,3,7,3,3,3,59
SAL40677,13,12,19,13,20,17,24,14,5,137,237,204,275,227,230,201,233,148,54,1809
SAL40678,12,15,17,18,7,8,16,13,9,115,336,283,301,322,269,309,335,224,127,2506
SAL40679,15,26,25,11,26,27,5,7,0,142,394,429,281,287,355,361,286,174,57,2624
SAL40680,10,20,11,17,21,8,9,0,0,96,114,257,306,191,170,168,137,75,24,1442
SAL40681,0,0,0,0,0,0,0,0,0,0,41,33,27,25,40,54,36,8,0,264
SAL40682,0,0,0,5,0,0,0,0,0,5,12,7,9,11,10,9,6,0,0,64
SAL40683,0,0,0,0,3,3,0,0,0,6,16,6,0,10,9,11,3,0,0,55
SAL40684,17,10,7,14,8,11,4,7,0,78,202,121,112,114,171,198,113,67,23,1121
SAL40685,0,0,3,11,6,0,3,0,0,23,130,95,175,138,101,50,40,22,7,758
SAL40686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40687,5,0,4,5,0,4,5,0,0,23,53,33,26,38,55,52,52,13,5,327
SAL40688,0,0,0,0,0,0,0,0,0,0,8,3,4,6,4,13,3,0,0,41
SAL40689,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9
SAL40690,33,33,27,23,34,26,24,22,8,230,583,409,500,457,474,508,455,372,112,3870
SAL40691,0,0,3,0,5,0,0,0,0,8,7,11,0,0,19,9,0,6,0,52
SAL40692,96,71,76,70,69,34,26,25,7,474,954,762,1165,814,673,548,393,238,81,5628
SAL40693,9,16,20,8,14,7,14,11,0,99,263,248,293,244,243,191,149,144,73,1848
SAL40694,3,7,8,6,5,6,5,8,4,52,98,45,65,61,53,90,79,73,35,599
SAL40695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL40696,0,0,5,0,0,3,6,0,3,17,67,56,48,50,57,82,108,52,50,570
SAL40697,29,13,35,19,17,34,25,26,17,215,297,159,228,164,215,332,305,200,74,1974
SAL40698,0,0,0,0,0,0,0,0,0,0,10,8,3,8,8,13,6,3,0,59
SAL40699,6,8,0,0,5,3,4,4,0,30,42,18,21,23,52,49,58,30,7,300
SAL40700,10,4,3,0,7,8,9,6,0,47,74,75,40,62,91,117,108,47,12,626
SAL40701,4,12,5,4,14,17,27,20,8,111,175,116,116,110,140,196,268,158,76,1355
SAL40702,24,11,13,23,10,6,18,17,21,143,379,284,196,284,322,312,328,206,228,2539
SAL40703,70,59,73,67,47,35,30,17,14,412,1097,738,1326,1074,717,650,485,382,247,6716
SAL40704,0,0,0,0,0,0,0,0,0,0,10,5,4,9,7,3,9,0,0,47
SAL40705,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL40706,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,13
SAL40707,12,3,4,7,8,9,0,0,3,46,42,21,20,29,28,36,22,4,8,210
SAL40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40709,4,4,0,3,4,7,4,0,0,26,47,4,19,18,27,34,27,4,0,180
SAL40710,0,0,0,0,0,0,0,0,0,0,27,21,4,14,12,15,10,0,0,103
SAL40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40712,4,0,3,0,0,0,4,0,0,11,14,5,9,6,6,0,3,0,0,43
SAL40713,9,5,4,4,0,3,0,0,0,25,39,19,18,27,18,15,3,0,0,139
SAL40714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40715,0,0,0,0,0,0,0,0,0,0,7,7,0,3,10,3,4,0,0,34
SAL40716,3,0,0,3,0,3,0,0,0,9,16,4,5,9,8,6,0,6,0,54
SAL40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL40718,0,0,0,0,0,0,0,0,0,0,13,12,0,5,7,12,3,0,0,52
SAL40719,0,0,0,0,0,0,0,0,0,0,12,0,5,7,9,10,11,3,0,57
SAL40720,0,8,3,4,4,7,3,3,0,32,27,30,29,24,31,32,30,12,0,215
SAL40721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40722,0,0,0,0,6,0,0,0,0,6,17,13,0,5,18,4,6,3,0,66
SAL40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40724,6,4,3,7,9,6,4,0,0,39,103,55,69,64,69,84,49,52,9,554
SAL40725,0,0,5,0,0,0,4,4,0,13,23,19,19,13,27,46,41,17,0,205
SAL40726,0,0,6,0,0,0,5,0,0,11,14,4,6,5,9,9,5,0,0,52
SAL40727,15,0,0,7,0,0,0,0,0,22,21,5,5,14,7,6,10,0,0,68
SAL40728,32,26,46,25,16,14,9,6,0,174,410,524,873,468,309,236,173,85,48,3126
SAL40729,0,0,0,0,0,4,4,0,0,8,9,7,0,0,13,12,9,0,0,50
SAL40730,0,0,0,0,0,4,0,0,0,4,12,0,11,11,6,15,9,0,0,64
SAL40731,0,0,0,0,3,0,0,0,0,3,15,9,18,7,16,20,14,5,4,108
SAL40732,0,0,0,0,0,0,0,0,0,0,7,5,3,0,8,12,0,0,0,35
SAL40733,5,0,0,0,3,5,3,0,4,20,18,6,5,9,0,3,5,0,4,50
SAL40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SAL40737,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40743,4,0,0,0,0,0,3,0,0,7,6,9,3,3,4,12,4,0,0,41
SAL40744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40745,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,11
SAL40746,16,14,6,15,20,6,10,4,6,97,152,82,87,95,119,107,108,72,32,854
SAL40747,10,0,0,0,3,10,4,3,0,30,65,61,32,43,60,85,72,30,4,452
SAL40748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL40749,32,26,26,32,36,37,22,6,8,225,621,429,410,491,594,676,463,219,199,4102
SAL40750,62,34,31,26,32,38,21,10,9,263,662,440,590,504,476,542,389,262,144,4009
SAL40751,11,9,3,6,10,6,8,9,0,62,149,62,63,76,83,111,115,75,22,756
SAL40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12
SAL40753,0,9,6,0,3,7,5,15,9,54,183,166,133,152,155,165,192,252,210,1608
SAL40754,0,0,0,0,0,0,0,0,0,0,19,18,6,14,17,19,20,3,4,120
SAL40755,0,0,0,0,0,0,0,0,0,0,9,4,5,8,0,7,7,7,0,47
SAL40756,0,0,10,0,0,3,0,0,0,13,13,9,21,14,9,21,6,0,0,93
SAL40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SAL40758,0,0,0,0,0,0,0,0,0,0,10,4,0,6,9,3,7,4,0,43
SAL40759,0,3,3,7,3,3,5,10,0,34,88,61,54,77,70,82,67,36,4,539
SAL40760,35,38,19,24,40,25,5,14,0,200,574,441,329,381,600,544,272,110,24,3275
SAL40761,6,4,4,0,3,0,3,0,0,20,42,33,18,29,44,46,32,13,7,264
SAL40762,43,27,75,45,42,26,18,18,9,303,1043,718,1627,1156,566,391,308,179,92,6080
SAL40763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40764,7,13,4,17,12,3,14,10,6,86,505,246,195,365,259,210,238,195,155,2368
SAL40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40766,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
SAL40767,0,0,0,0,0,0,0,0,0,0,12,8,9,4,4,5,0,0,0,42
SAL40768,4,0,0,0,7,5,11,0,0,27,37,4,17,23,24,59,38,10,3,215
SAL40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL40770,40,16,13,18,22,19,19,14,8,169,709,389,318,417,499,406,350,176,37,3301
SAL40771,31,17,12,24,18,31,11,18,0,162,473,250,291,299,320,376,261,191,79,2540
SAL40772,3,0,0,3,0,3,0,0,0,9,31,16,5,13,18,22,3,7,0,115
SAL40773,0,0,0,0,0,5,0,0,0,5,13,10,11,6,15,24,15,6,0,100
