SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL70084,90,73,28,18,14,9,0,235,20,18,10,4,10,0,0,66,31,33,9,5,4,0,0,90,165,129,69,42,41,5,0,448,4,3,0,0,0,0,0,3,311,258,113,71,69,15,4,839,7,4,3,0,0,0,0,18,8,3,0,3,0,0,0,15,5,0,4,0,0,0,0,7,15,45,32,20,14,0,0,125,0,0,0,0,0,0,0,4,32,51,39,25,20,5,5,173,347,305,156,94,89,14,7,1009
SAL70085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70086,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,36,14,11,7,0,131,0,0,0,0,0,0,0,0,31,42,36,13,11,7,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54,42,13,12,0,0,159,0,0,3,0,0,0,0,7,37,54,42,13,12,0,0,158,68,90,79,27,27,7,0,293
SAL70087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70088,41,26,17,10,9,4,0,108,15,13,4,0,5,0,0,41,17,7,3,4,5,0,0,39,79,96,47,37,32,7,3,293,0,0,0,0,0,0,0,0,156,136,76,51,53,8,5,478,7,4,3,0,0,0,0,22,0,0,0,0,5,0,0,8,0,0,6,0,3,0,0,10,15,33,27,16,15,4,0,108,3,0,0,0,0,0,0,7,32,43,34,21,20,4,0,159,182,177,111,69,70,14,8,635
SAL70089,3,5,0,0,0,0,0,12,3,0,0,0,0,0,0,4,8,6,0,0,0,0,0,9,29,19,8,5,0,0,0,59,0,0,0,0,0,0,0,0,39,29,13,5,0,0,0,84,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,39,30,13,5,0,0,0,82
SAL70090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,0,0,0,0,20,0,0,0,0,0,0,0,0,7,9,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,9,10,0,0,0,0,29
SAL70091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,6,3,0,0,0,52,0,0,0,0,0,0,0,0,20,17,6,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,3,3,0,0,35,0,0,0,0,0,0,0,0,9,12,11,3,3,0,0,35,26,32,17,8,3,0,0,87
SAL70092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,4,0,5,0,0,20,0,0,0,0,0,0,0,0,5,7,4,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,0,0,17,0,0,0,0,0,0,0,0,4,4,4,6,7,0,0,17,15,14,8,7,6,0,0,41
SAL70095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,6,3,0,0,25,0,0,0,0,0,0,0,0,7,5,5,6,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,12,10,9,4,3,0,0,33
SAL70096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,0,3,0,0,0,11
SAL70097,46,19,8,7,14,5,0,100,13,0,4,0,7,4,0,28,14,10,11,3,17,0,0,59,66,59,43,22,29,6,6,237,0,0,0,0,0,0,0,0,141,94,68,37,63,9,4,421,0,3,7,7,7,0,0,18,5,0,0,0,0,0,0,5,9,8,0,3,0,0,0,15,7,12,11,7,7,3,0,46,0,0,0,0,0,0,0,0,16,28,15,16,18,3,0,93,158,118,82,54,80,13,4,511
SAL70098,30,25,14,5,6,0,0,86,8,8,5,0,5,0,0,30,22,8,9,5,0,0,0,42,76,63,40,24,20,5,0,236,0,0,0,0,0,0,0,0,138,102,64,34,32,8,3,388,0,4,0,0,0,0,0,7,7,6,3,0,3,0,0,12,0,0,0,0,4,0,0,3,12,11,7,4,0,0,0,35,0,0,4,0,0,0,0,7,23,13,10,6,7,0,0,64,164,120,76,37,48,8,3,458
SAL70099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,3,4,0,0,34,0,0,0,0,0,0,0,0,11,12,11,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,14,11,17,18,3,4,0,0,53
SAL70100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,0,13
SAL70101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,18
SAL70102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,9,7,5,0,0,31,0,0,0,0,0,0,0,0,9,10,10,7,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,9,6,5,0,0,42
SAL70103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL70104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,8,0,0,18,0,0,0,0,0,0,0,0,3,8,6,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,9,12,12,6,5,8,0,0,27
SAL70105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70106,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,111,69,43,51,5,0,416,0,0,0,0,0,0,0,0,136,117,69,43,51,5,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,59,49,33,34,3,0,231,0,0,0,0,0,0,0,6,57,59,54,38,34,3,0,234,197,177,121,74,81,12,0,666
SAL70107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,21,8,8,0,0,94,0,0,0,0,0,0,0,0,28,24,22,8,8,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,13,5,4,0,0,50,0,0,0,0,0,0,0,0,11,19,13,5,4,0,0,50,33,42,35,18,14,6,0,146
SAL70108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,15
SAL70109,96,105,45,19,21,0,0,283,17,17,7,5,8,0,0,53,20,28,10,5,8,0,0,70,75,109,70,44,57,4,0,368,0,0,0,0,0,0,0,0,208,259,131,73,92,9,0,778,8,8,8,0,3,5,0,37,4,12,0,7,3,0,0,26,0,3,4,0,3,0,0,14,34,68,40,25,27,0,0,197,5,0,0,0,0,0,0,3,52,97,53,36,42,10,0,275,255,353,187,109,133,15,0,1057
SAL70110,0,3,8,0,3,0,0,18,0,5,0,0,0,0,0,10,0,3,3,3,11,0,0,28,45,81,64,40,38,4,5,271,0,0,0,0,0,0,0,0,57,97,78,42,53,6,5,332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,12,4,0,9,0,0,33,0,0,0,0,0,0,0,0,4,20,5,4,9,0,0,43,62,115,80,51,60,6,5,370
SAL70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70112,23,25,19,12,8,3,0,96,3,10,0,0,3,0,0,19,14,13,4,9,6,0,0,38,85,77,37,21,25,0,0,242,5,4,0,0,0,0,0,10,136,121,57,37,43,6,0,405,9,9,4,11,7,0,0,41,4,0,6,3,0,0,0,10,7,3,5,0,8,0,0,19,44,67,39,30,18,0,0,199,6,7,3,0,4,0,0,23,67,85,54,47,36,0,5,289,201,208,114,79,81,5,5,699
SAL70113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,21,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,11,12,6,5,3,5,0,0,33
SAL70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70115,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,77,38,20,12,0,0,207,3,3,0,3,0,0,0,9,69,79,38,20,17,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,16,16,5,0,0,80,0,0,0,0,0,0,0,0,15,32,16,16,5,0,0,80,79,111,56,38,15,0,0,296
SAL70116,22,24,20,10,23,3,0,106,7,11,3,5,7,0,3,38,24,15,6,9,6,0,0,49,131,107,49,26,48,9,6,372,0,0,0,0,0,0,0,0,190,163,77,45,77,11,3,568,0,3,0,0,3,0,0,6,6,0,4,0,0,0,0,11,0,3,3,0,4,0,0,8,11,37,19,16,14,6,0,103,0,0,0,0,0,0,0,0,15,44,28,18,18,7,0,125,202,210,104,66,90,21,3,694
SAL70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,0,0,0,0,33,0,0,0,0,0,0,0,0,12,12,5,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,7,4,0,0,31,0,0,0,0,0,0,0,0,9,10,5,7,4,0,0,31,25,25,7,11,4,0,0,71
SAL70119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,6,0,0,0,0,0,23
SAL70121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,7
SAL70122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,9,3,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,4,0,0,20
SAL70123,7,16,3,0,3,0,0,25,10,0,0,3,4,0,0,11,13,9,7,3,5,0,0,33,78,108,50,42,42,0,0,317,5,0,0,0,0,0,0,7,108,129,60,45,50,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,4,3,0,0,21,0,3,0,0,0,0,0,3,8,8,12,5,3,0,0,36,111,136,70,54,51,0,0,426
SAL70124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,14,10,3,0,0,98,0,0,0,0,0,0,0,0,38,31,14,10,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,11,7,0,0,0,39,0,0,0,0,0,0,0,0,14,17,11,7,0,0,0,39,56,42,22,15,4,0,0,138
SAL70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70127,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,9,13,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,0,0,3,0,0,32
SAL70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70129,0,10,7,6,8,0,0,29,14,10,4,0,4,0,0,42,16,7,9,3,7,0,0,45,122,106,62,56,75,7,3,436,0,0,0,0,0,0,0,3,154,131,87,70,96,15,5,558,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,3,26,19,14,4,6,0,0,75,0,0,0,5,0,0,0,3,23,24,16,11,11,0,0,85,176,154,104,87,106,15,5,643
SAL70130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,5,0,0,22,0,0,0,0,0,0,0,0,12,4,6,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,7,0,0,0,25,0,0,0,0,0,0,0,0,4,8,0,7,0,0,0,25,12,13,5,10,4,0,0,53
SAL70131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,14
SAL70132,10,12,5,7,8,0,0,44,8,3,0,0,0,0,0,22,27,17,10,7,8,0,0,66,167,208,118,74,75,9,5,666,0,4,0,0,0,0,0,4,215,248,140,88,89,15,9,802,0,3,0,0,0,0,0,8,4,4,8,4,5,0,0,16,0,3,4,8,0,0,0,9,20,42,24,15,21,0,0,122,0,0,0,0,0,0,0,0,21,56,39,23,26,0,0,163,241,302,171,107,122,17,9,967
SAL70133,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,5,22,16,5,4,4,0,0,56,0,0,0,0,0,0,0,0,24,20,11,8,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8,7,3,0,0,0,24,0,0,0,0,0,0,0,0,3,10,3,3,5,0,0,25,31,27,19,13,12,0,0,99
SAL70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,3,0,0,0,25,0,0,0,0,0,0,0,0,4,16,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,4,20,5,3,5,0,0,42
SAL70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70136,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,8,34,23,14,7,9,0,0,92,0,0,0,0,0,0,0,0,46,30,17,7,9,0,0,110,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,22,3,0,0,0,0,35,0,0,0,0,0,0,0,3,3,29,7,0,0,0,0,48,54,56,26,14,11,0,0,158
SAL70137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,13,8,7,0,0,60,0,0,0,0,0,0,0,0,12,11,13,8,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,3,0,0,20,0,0,0,0,0,0,0,0,0,7,7,5,3,0,0,20,13,17,24,10,13,0,0,76
SAL70138,20,15,8,3,11,4,4,55,6,17,10,8,0,0,0,38,7,24,6,7,9,0,0,56,59,61,33,22,13,0,0,191,3,0,0,0,0,0,0,3,99,115,54,33,31,3,5,346,0,0,0,0,0,0,0,9,6,0,0,0,7,0,0,13,3,0,0,0,4,0,4,13,15,26,21,17,17,4,0,99,0,0,0,0,0,0,0,0,23,33,25,18,28,0,7,128,125,143,80,50,62,6,6,476
SAL70139,52,40,12,7,16,4,5,140,10,14,8,5,12,0,0,42,18,4,7,0,6,0,0,36,115,101,42,28,26,0,0,317,0,5,0,0,0,0,0,8,195,167,76,43,56,4,5,533,10,7,8,3,3,3,0,29,4,4,0,0,0,0,0,17,0,4,4,0,0,0,0,10,34,39,15,18,6,0,0,109,0,0,0,0,0,0,0,0,44,50,25,21,17,3,0,165,242,213,97,60,75,6,5,704
SAL70140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,18,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,9,9,11,3,0,0,0,34
